,row,column,lat_min,lat_max,lon_min,lon_max,nature,entertainment,transports,art,tourism,security,accessibility,sport
R16C14,16.0,14.0,41.19115640713797,41.19498798223452,1.4900266831439437,1.497526485893178,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
R16C15,16.0,15.0,41.19115640713797,41.19498798223452,1.497526485893178,1.5050262886424124,0.0,56.0,10.0,0.0,1.0,0.0,0.0,0.0
R16C16,16.0,16.0,41.19115640713797,41.19498798223452,1.5050262886424124,1.5125260913916467,1.0,68.0,13.0,0.0,0.0,0.0,0.0,0.0
R16C17,16.0,17.0,41.19115640713797,41.19498798223452,1.5125260913916467,1.520025894140881,0.0,41.0,17.0,0.0,0.0,0.0,0.0,0.0
R16C18,16.0,18.0,41.19115640713797,41.19498798223452,1.520025894140881,1.5275256968901154,2.0,10.0,27.0,0.0,0.0,0.0,0.0,0.0
R16C19,16.0,19.0,41.19115640713797,41.19498798223452,1.5275256968901154,1.5350254996393498,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
R16C20,16.0,20.0,41.19115640713797,41.19498798223452,1.5350254996393498,1.542525302388584,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
R16C21,16.0,21.0,41.19115640713797,41.19498798223452,1.542525302388584,1.5500251051378184,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
R16C22,16.0,22.0,41.19115640713797,41.19498798223452,1.5500251051378184,1.5575249078870528,1.0,49.0,24.0,0.0,0.0,0.0,0.0,0.0
R16C23,16.0,23.0,41.19115640713797,41.19498798223452,1.5575249078870528,1.5650247106362871,0.0,113.0,135.0,0.0,0.0,0.0,0.0,0.0
R16C24,16.0,24.0,41.19115640713797,41.19498798223452,1.5650247106362871,1.5725245133855215,10.0,18.0,296.0,0.0,2.0,2.0,1.0,0.0
R16C25,16.0,25.0,41.19115640713797,41.19498798223452,1.5725245133855215,1.5800243161347558,5.0,38.0,116.0,0.0,0.0,1.0,0.0,0.0
R16C26,16.0,26.0,41.19115640713797,41.19498798223452,1.5800243161347558,1.5875241188839901,5.0,112.0,298.0,0.0,0.0,0.0,0.0,0.0
R16C27,16.0,27.0,41.19115640713797,41.19498798223452,1.5875241188839901,1.5950239216332245,1.0,140.0,288.0,0.0,2.0,0.0,0.0,0.0
R16C28,16.0,28.0,41.19115640713797,41.19498798223452,1.5950239216332245,1.6025237243824588,4.0,47.0,269.0,0.0,0.0,0.0,0.0,0.0
R16C29,16.0,29.0,41.19115640713797,41.19498798223452,1.6025237243824588,1.6100235271316932,12.0,23.0,474.0,1.0,1.0,3.0,3.0,0.0
R16C30,16.0,30.0,41.19115640713797,41.19498798223452,1.6100235271316932,1.6175233298809275,14.0,34.0,539.0,0.0,0.0,0.0,1.0,0.0
R16C31,16.0,31.0,41.19115640713797,41.19498798223452,1.6175233298809275,1.6250231326301618,70.0,42.0,514.0,0.0,1.0,0.0,0.0,0.0
R16C32,16.0,32.0,41.19115640713797,41.19498798223452,1.6250231326301618,1.6325229353793962,45.0,11.0,362.0,0.0,4.0,0.0,2.0,0.0
R16C33,16.0,33.0,41.19115640713797,41.19498798223452,1.6325229353793962,1.6400227381286305,33.0,6.0,80.0,0.0,5.0,0.0,1.0,0.0
R16C34,16.0,34.0,41.19115640713797,41.19498798223452,1.6400227381286305,1.6475225408778649,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
R16C35,16.0,35.0,41.19115640713797,41.19498798223452,1.6475225408778649,1.6550223436270992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R17C2,17.0,2.0,41.19498798223452,41.19881955733108,1.4000290501531316,1.407528852902366,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
R17C3,17.0,3.0,41.19498798223452,41.19881955733108,1.407528852902366,1.4150286556516003,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
R17C4,17.0,4.0,41.19498798223452,41.19881955733108,1.4150286556516003,1.4225284584008346,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0
R17C5,17.0,5.0,41.19498798223452,41.19881955733108,1.4225284584008346,1.430028261150069,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
R17C6,17.0,6.0,41.19498798223452,41.19881955733108,1.430028261150069,1.4375280638993033,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
R17C7,17.0,7.0,41.19498798223452,41.19881955733108,1.4375280638993033,1.4450278666485377,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R17C8,17.0,8.0,41.19498798223452,41.19881955733108,1.4450278666485377,1.452527669397772,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
R17C9,17.0,9.0,41.19498798223452,41.19881955733108,1.452527669397772,1.4600274721470063,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R17C10,17.0,10.0,41.19498798223452,41.19881955733108,1.4600274721470063,1.4675272748962407,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R17C11,17.0,11.0,41.19498798223452,41.19881955733108,1.4675272748962407,1.475027077645475,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0
R17C12,17.0,12.0,41.19498798223452,41.19881955733108,1.475027077645475,1.4825268803947094,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R17C13,17.0,13.0,41.19498798223452,41.19881955733108,1.4825268803947094,1.4900266831439437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R17C14,17.0,14.0,41.19498798223452,41.19881955733108,1.4900266831439437,1.497526485893178,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
R17C15,17.0,15.0,41.19498798223452,41.19881955733108,1.497526485893178,1.5050262886424124,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R17C16,17.0,16.0,41.19498798223452,41.19881955733108,1.5050262886424124,1.5125260913916467,2.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0
R17C17,17.0,17.0,41.19498798223452,41.19881955733108,1.5125260913916467,1.520025894140881,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
R17C18,17.0,18.0,41.19498798223452,41.19881955733108,1.520025894140881,1.5275256968901154,1.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0
R17C19,17.0,19.0,41.19498798223452,41.19881955733108,1.5275256968901154,1.5350254996393498,3.0,0.0,15.0,0.0,2.0,0.0,1.0,0.0
R17C20,17.0,20.0,41.19498798223452,41.19881955733108,1.5350254996393498,1.542525302388584,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
R17C21,17.0,21.0,41.19498798223452,41.19881955733108,1.542525302388584,1.5500251051378184,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R17C22,17.0,22.0,41.19498798223452,41.19881955733108,1.5500251051378184,1.5575249078870528,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
R17C23,17.0,23.0,41.19498798223452,41.19881955733108,1.5575249078870528,1.5650247106362871,2.0,34.0,98.0,1.0,0.0,0.0,0.0,0.0
R17C24,17.0,24.0,41.19498798223452,41.19881955733108,1.5650247106362871,1.5725245133855215,6.0,15.0,294.0,0.0,0.0,1.0,1.0,0.0
R17C25,17.0,25.0,41.19498798223452,41.19881955733108,1.5725245133855215,1.5800243161347558,4.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
R17C26,17.0,26.0,41.19498798223452,41.19881955733108,1.5800243161347558,1.5875241188839901,1.0,7.0,25.0,0.0,3.0,0.0,0.0,0.0
R17C27,17.0,27.0,41.19498798223452,41.19881955733108,1.5875241188839901,1.5950239216332245,2.0,106.0,91.0,0.0,0.0,0.0,0.0,0.0
R17C28,17.0,28.0,41.19498798223452,41.19881955733108,1.5950239216332245,1.6025237243824588,6.0,78.0,270.0,0.0,0.0,0.0,0.0,0.0
R17C29,17.0,29.0,41.19498798223452,41.19881955733108,1.6025237243824588,1.6100235271316932,0.0,82.0,354.0,1.0,0.0,0.0,0.0,0.0
R17C30,17.0,30.0,41.19498798223452,41.19881955733108,1.6100235271316932,1.6175233298809275,1.0,79.0,276.0,0.0,2.0,0.0,0.0,0.0
R17C31,17.0,31.0,41.19498798223452,41.19881955733108,1.6175233298809275,1.6250231326301618,21.0,41.0,541.0,0.0,0.0,1.0,3.0,0.0
R17C32,17.0,32.0,41.19498798223452,41.19881955733108,1.6250231326301618,1.6325229353793962,5.0,22.0,195.0,0.0,0.0,2.0,1.0,0.0
R17C33,17.0,33.0,41.19498798223452,41.19881955733108,1.6325229353793962,1.6400227381286305,24.0,31.0,828.0,1.0,13.0,2.0,15.0,0.0
R17C34,17.0,34.0,41.19498798223452,41.19881955733108,1.6400227381286305,1.6475225408778649,20.0,37.0,211.0,0.0,2.0,0.0,0.0,0.0
R17C35,17.0,35.0,41.19498798223452,41.19881955733108,1.6475225408778649,1.6550223436270992,15.0,18.0,54.0,0.0,0.0,0.0,0.0,0.0
R17C36,17.0,36.0,41.19498798223452,41.19881955733108,1.6550223436270992,1.6625221463763336,6.0,12.0,53.0,0.0,0.0,0.0,0.0,0.0
R17C37,17.0,37.0,41.19498798223452,41.19881955733108,1.6625221463763336,1.670021949125568,2.0,7.0,29.0,0.0,0.0,0.0,1.0,0.0
R17C38,17.0,38.0,41.19498798223452,41.19881955733108,1.670021949125568,1.6775217518748022,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R18C2,18.0,2.0,41.19881955733108,41.20265113242763,1.4000290501531316,1.407528852902366,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0
R18C3,18.0,3.0,41.19881955733108,41.20265113242763,1.407528852902366,1.4150286556516003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R18C4,18.0,4.0,41.19881955733108,41.20265113242763,1.4150286556516003,1.4225284584008346,0.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0
R18C5,18.0,5.0,41.19881955733108,41.20265113242763,1.4225284584008346,1.430028261150069,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0
R18C6,18.0,6.0,41.19881955733108,41.20265113242763,1.430028261150069,1.4375280638993033,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R18C7,18.0,7.0,41.19881955733108,41.20265113242763,1.4375280638993033,1.4450278666485377,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R18C8,18.0,8.0,41.19881955733108,41.20265113242763,1.4450278666485377,1.452527669397772,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R18C9,18.0,9.0,41.19881955733108,41.20265113242763,1.452527669397772,1.4600274721470063,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R18C10,18.0,10.0,41.19881955733108,41.20265113242763,1.4600274721470063,1.4675272748962407,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R18C11,18.0,11.0,41.19881955733108,41.20265113242763,1.4675272748962407,1.475027077645475,1.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0
R18C12,18.0,12.0,41.19881955733108,41.20265113242763,1.475027077645475,1.4825268803947094,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R18C13,18.0,13.0,41.19881955733108,41.20265113242763,1.4825268803947094,1.4900266831439437,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
R18C14,18.0,14.0,41.19881955733108,41.20265113242763,1.4900266831439437,1.497526485893178,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
R18C15,18.0,15.0,41.19881955733108,41.20265113242763,1.497526485893178,1.5050262886424124,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R18C16,18.0,16.0,41.19881955733108,41.20265113242763,1.5050262886424124,1.5125260913916467,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
R18C17,18.0,17.0,41.19881955733108,41.20265113242763,1.5125260913916467,1.520025894140881,2.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
R18C18,18.0,18.0,41.19881955733108,41.20265113242763,1.520025894140881,1.5275256968901154,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R18C19,18.0,19.0,41.19881955733108,41.20265113242763,1.5275256968901154,1.5350254996393498,1.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0
R18C20,18.0,20.0,41.19881955733108,41.20265113242763,1.5350254996393498,1.542525302388584,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
R18C21,18.0,21.0,41.19881955733108,41.20265113242763,1.542525302388584,1.5500251051378184,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
R18C22,18.0,22.0,41.19881955733108,41.20265113242763,1.5500251051378184,1.5575249078870528,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R18C23,18.0,23.0,41.19881955733108,41.20265113242763,1.5575249078870528,1.5650247106362871,1.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0
R18C24,18.0,24.0,41.19881955733108,41.20265113242763,1.5650247106362871,1.5725245133855215,0.0,4.0,348.0,1.0,5.0,0.0,0.0,0.0
R18C25,18.0,25.0,41.19881955733108,41.20265113242763,1.5725245133855215,1.5800243161347558,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0
R18C26,18.0,26.0,41.19881955733108,41.20265113242763,1.5800243161347558,1.5875241188839901,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
R18C27,18.0,27.0,41.19881955733108,41.20265113242763,1.5875241188839901,1.5950239216332245,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
R18C28,18.0,28.0,41.19881955733108,41.20265113242763,1.5950239216332245,1.6025237243824588,2.0,98.0,222.0,0.0,0.0,0.0,0.0,0.0
R18C29,18.0,29.0,41.19881955733108,41.20265113242763,1.6025237243824588,1.6100235271316932,1.0,99.0,295.0,0.0,0.0,1.0,0.0,0.0
R18C30,18.0,30.0,41.19881955733108,41.20265113242763,1.6100235271316932,1.6175233298809275,0.0,118.0,200.0,0.0,1.0,0.0,0.0,0.0
R18C31,18.0,31.0,41.19881955733108,41.20265113242763,1.6175233298809275,1.6250231326301618,0.0,135.0,314.0,0.0,2.0,0.0,0.0,0.0
R18C32,18.0,32.0,41.19881955733108,41.20265113242763,1.6250231326301618,1.6325229353793962,2.0,80.0,264.0,0.0,1.0,0.0,0.0,0.0
R18C33,18.0,33.0,41.19881955733108,41.20265113242763,1.6325229353793962,1.6400227381286305,7.0,64.0,474.0,0.0,0.0,1.0,0.0,0.0
R18C34,18.0,34.0,41.19881955733108,41.20265113242763,1.6400227381286305,1.6475225408778649,5.0,18.0,230.0,0.0,0.0,0.0,0.0,0.0
R18C35,18.0,35.0,41.19881955733108,41.20265113242763,1.6475225408778649,1.6550223436270992,6.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
R18C36,18.0,36.0,41.19881955733108,41.20265113242763,1.6550223436270992,1.6625221463763336,3.0,3.0,43.0,0.0,0.0,0.0,2.0,0.0
R18C37,18.0,37.0,41.19881955733108,41.20265113242763,1.6625221463763336,1.670021949125568,3.0,7.0,67.0,0.0,1.0,0.0,0.0,0.0
R18C38,18.0,38.0,41.19881955733108,41.20265113242763,1.670021949125568,1.6775217518748022,10.0,10.0,107.0,0.0,1.0,0.0,0.0,0.0
R18C39,18.0,39.0,41.19881955733108,41.20265113242763,1.6775217518748022,1.6850215546240366,1.0,3.0,37.0,0.0,0.0,1.0,0.0,0.0
R19C2,19.0,2.0,41.20265113242763,41.20648270752419,1.4000290501531316,1.407528852902366,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
R19C4,19.0,4.0,41.20265113242763,41.20648270752419,1.4150286556516003,1.4225284584008346,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
R19C5,19.0,5.0,41.20265113242763,41.20648270752419,1.4225284584008346,1.430028261150069,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R19C6,19.0,6.0,41.20265113242763,41.20648270752419,1.430028261150069,1.4375280638993033,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R19C7,19.0,7.0,41.20265113242763,41.20648270752419,1.4375280638993033,1.4450278666485377,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R19C8,19.0,8.0,41.20265113242763,41.20648270752419,1.4450278666485377,1.452527669397772,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
R19C9,19.0,9.0,41.20265113242763,41.20648270752419,1.452527669397772,1.4600274721470063,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
R19C10,19.0,10.0,41.20265113242763,41.20648270752419,1.4600274721470063,1.4675272748962407,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
R19C11,19.0,11.0,41.20265113242763,41.20648270752419,1.4675272748962407,1.475027077645475,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R19C12,19.0,12.0,41.20265113242763,41.20648270752419,1.475027077645475,1.4825268803947094,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
R19C13,19.0,13.0,41.20265113242763,41.20648270752419,1.4825268803947094,1.4900266831439437,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R19C14,19.0,14.0,41.20265113242763,41.20648270752419,1.4900266831439437,1.497526485893178,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R19C15,19.0,15.0,41.20265113242763,41.20648270752419,1.497526485893178,1.5050262886424124,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
R19C16,19.0,16.0,41.20265113242763,41.20648270752419,1.5050262886424124,1.5125260913916467,3.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
R19C17,19.0,17.0,41.20265113242763,41.20648270752419,1.5125260913916467,1.520025894140881,3.0,1.0,24.0,1.0,1.0,0.0,1.0,0.0
R19C18,19.0,18.0,41.20265113242763,41.20648270752419,1.520025894140881,1.5275256968901154,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R19C19,19.0,19.0,41.20265113242763,41.20648270752419,1.5275256968901154,1.5350254996393498,3.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0
R19C20,19.0,20.0,41.20265113242763,41.20648270752419,1.5350254996393498,1.542525302388584,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R19C21,19.0,21.0,41.20265113242763,41.20648270752419,1.542525302388584,1.5500251051378184,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
R19C22,19.0,22.0,41.20265113242763,41.20648270752419,1.5500251051378184,1.5575249078870528,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
R19C23,19.0,23.0,41.20265113242763,41.20648270752419,1.5575249078870528,1.5650247106362871,6.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0
R19C24,19.0,24.0,41.20265113242763,41.20648270752419,1.5650247106362871,1.5725245133855215,2.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0
R19C25,19.0,25.0,41.20265113242763,41.20648270752419,1.5725245133855215,1.5800243161347558,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R19C26,19.0,26.0,41.20265113242763,41.20648270752419,1.5800243161347558,1.5875241188839901,3.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0
R19C27,19.0,27.0,41.20265113242763,41.20648270752419,1.5875241188839901,1.5950239216332245,1.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0
R19C28,19.0,28.0,41.20265113242763,41.20648270752419,1.5950239216332245,1.6025237243824588,0.0,122.0,223.0,0.0,0.0,0.0,0.0,0.0
R19C29,19.0,29.0,41.20265113242763,41.20648270752419,1.6025237243824588,1.6100235271316932,6.0,145.0,230.0,0.0,0.0,0.0,0.0,0.0
R19C30,19.0,30.0,41.20265113242763,41.20648270752419,1.6100235271316932,1.6175233298809275,0.0,136.0,171.0,0.0,1.0,0.0,0.0,0.0
R19C31,19.0,31.0,41.20265113242763,41.20648270752419,1.6175233298809275,1.6250231326301618,0.0,114.0,133.0,0.0,0.0,0.0,0.0,0.0
R19C32,19.0,32.0,41.20265113242763,41.20648270752419,1.6250231326301618,1.6325229353793962,7.0,15.0,28.0,1.0,0.0,0.0,0.0,0.0
R19C33,19.0,33.0,41.20265113242763,41.20648270752419,1.6325229353793962,1.6400227381286305,2.0,28.0,210.0,0.0,0.0,0.0,0.0,0.0
R19C34,19.0,34.0,41.20265113242763,41.20648270752419,1.6400227381286305,1.6475225408778649,3.0,22.0,82.0,0.0,0.0,0.0,0.0,0.0
R19C35,19.0,35.0,41.20265113242763,41.20648270752419,1.6475225408778649,1.6550223436270992,1.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0
R19C36,19.0,36.0,41.20265113242763,41.20648270752419,1.6550223436270992,1.6625221463763336,4.0,2.0,73.0,0.0,0.0,0.0,0.0,0.0
R19C37,19.0,37.0,41.20265113242763,41.20648270752419,1.6625221463763336,1.670021949125568,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
R19C38,19.0,38.0,41.20265113242763,41.20648270752419,1.670021949125568,1.6775217518748022,5.0,2.0,165.0,0.0,1.0,0.0,0.0,0.0
R19C39,19.0,39.0,41.20265113242763,41.20648270752419,1.6775217518748022,1.6850215546240366,6.0,11.0,156.0,0.0,0.0,0.0,8.0,0.0
R19C40,19.0,40.0,41.20265113242763,41.20648270752419,1.6850215546240366,1.692521357373271,2.0,5.0,54.0,0.0,1.0,0.0,0.0,0.0
R19C41,19.0,41.0,41.20265113242763,41.20648270752419,1.692521357373271,1.7000211601225053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R20C2,20.0,2.0,41.20648270752419,41.21031428262074,1.4000290501531316,1.407528852902366,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
R20C3,20.0,3.0,41.20648270752419,41.21031428262074,1.407528852902366,1.4150286556516003,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
R20C4,20.0,4.0,41.20648270752419,41.21031428262074,1.4150286556516003,1.4225284584008346,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
R20C5,20.0,5.0,41.20648270752419,41.21031428262074,1.4225284584008346,1.430028261150069,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R20C6,20.0,6.0,41.20648270752419,41.21031428262074,1.430028261150069,1.4375280638993033,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R20C7,20.0,7.0,41.20648270752419,41.21031428262074,1.4375280638993033,1.4450278666485377,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R20C8,20.0,8.0,41.20648270752419,41.21031428262074,1.4450278666485377,1.452527669397772,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
R20C9,20.0,9.0,41.20648270752419,41.21031428262074,1.452527669397772,1.4600274721470063,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
R20C10,20.0,10.0,41.20648270752419,41.21031428262074,1.4600274721470063,1.4675272748962407,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
R20C11,20.0,11.0,41.20648270752419,41.21031428262074,1.4675272748962407,1.475027077645475,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
R20C12,20.0,12.0,41.20648270752419,41.21031428262074,1.475027077645475,1.4825268803947094,0.0,0.0,4.0,0.0,5.0,0.0,1.0,0.0
R20C13,20.0,13.0,41.20648270752419,41.21031428262074,1.4825268803947094,1.4900266831439437,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R20C14,20.0,14.0,41.20648270752419,41.21031428262074,1.4900266831439437,1.497526485893178,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
R20C15,20.0,15.0,41.20648270752419,41.21031428262074,1.497526485893178,1.5050262886424124,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
R20C16,20.0,16.0,41.20648270752419,41.21031428262074,1.5050262886424124,1.5125260913916467,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
R20C17,20.0,17.0,41.20648270752419,41.21031428262074,1.5125260913916467,1.520025894140881,3.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0
R20C18,20.0,18.0,41.20648270752419,41.21031428262074,1.520025894140881,1.5275256968901154,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R20C19,20.0,19.0,41.20648270752419,41.21031428262074,1.5275256968901154,1.5350254996393498,1.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0
R20C20,20.0,20.0,41.20648270752419,41.21031428262074,1.5350254996393498,1.542525302388584,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R20C21,20.0,21.0,41.20648270752419,41.21031428262074,1.542525302388584,1.5500251051378184,2.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
R20C22,20.0,22.0,41.20648270752419,41.21031428262074,1.5500251051378184,1.5575249078870528,5.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0
R20C23,20.0,23.0,41.20648270752419,41.21031428262074,1.5575249078870528,1.5650247106362871,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
R20C24,20.0,24.0,41.20648270752419,41.21031428262074,1.5650247106362871,1.5725245133855215,4.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
R20C25,20.0,25.0,41.20648270752419,41.21031428262074,1.5725245133855215,1.5800243161347558,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R20C26,20.0,26.0,41.20648270752419,41.21031428262074,1.5800243161347558,1.5875241188839901,2.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0
R20C27,20.0,27.0,41.20648270752419,41.21031428262074,1.5875241188839901,1.5950239216332245,1.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0
R20C28,20.0,28.0,41.20648270752419,41.21031428262074,1.5950239216332245,1.6025237243824588,3.0,60.0,66.0,0.0,0.0,0.0,0.0,0.0
R20C29,20.0,29.0,41.20648270752419,41.21031428262074,1.6025237243824588,1.6100235271316932,3.0,108.0,134.0,0.0,0.0,0.0,0.0,0.0
R20C30,20.0,30.0,41.20648270752419,41.21031428262074,1.6100235271316932,1.6175233298809275,2.0,177.0,146.0,0.0,0.0,0.0,0.0,0.0
R20C31,20.0,31.0,41.20648270752419,41.21031428262074,1.6175233298809275,1.6250231326301618,4.0,52.0,95.0,0.0,0.0,0.0,0.0,0.0
R20C32,20.0,32.0,41.20648270752419,41.21031428262074,1.6250231326301618,1.6325229353793962,12.0,0.0,22.0,0.0,2.0,0.0,2.0,0.0
R20C33,20.0,33.0,41.20648270752419,41.21031428262074,1.6325229353793962,1.6400227381286305,3.0,7.0,34.0,0.0,1.0,0.0,0.0,0.0
R20C34,20.0,34.0,41.20648270752419,41.21031428262074,1.6400227381286305,1.6475225408778649,9.0,1.0,31.0,0.0,1.0,0.0,0.0,0.0
R20C35,20.0,35.0,41.20648270752419,41.21031428262074,1.6475225408778649,1.6550223436270992,2.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0
R20C36,20.0,36.0,41.20648270752419,41.21031428262074,1.6550223436270992,1.6625221463763336,3.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
R20C37,20.0,37.0,41.20648270752419,41.21031428262074,1.6625221463763336,1.670021949125568,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0
R20C38,20.0,38.0,41.20648270752419,41.21031428262074,1.670021949125568,1.6775217518748022,2.0,16.0,220.0,1.0,4.0,2.0,4.0,0.0
R20C39,20.0,39.0,41.20648270752419,41.21031428262074,1.6775217518748022,1.6850215546240366,14.0,0.0,131.0,0.0,0.0,0.0,2.0,0.0
R20C40,20.0,40.0,41.20648270752419,41.21031428262074,1.6850215546240366,1.692521357373271,12.0,4.0,56.0,0.0,1.0,0.0,0.0,0.0
R20C41,20.0,41.0,41.20648270752419,41.21031428262074,1.692521357373271,1.7000211601225053,13.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
R20C42,20.0,42.0,41.20648270752419,41.21031428262074,1.7000211601225053,1.7075209628717396,3.0,13.0,32.0,0.0,1.0,0.0,0.0,0.0
