,row,column,lat_min,lat_max,lon_min,lon_max,nature,entertainment,transports,art,tourism,security,accessibility,sport
R47C20,47.0,20.0,41.30993523513118,41.31376681022773,1.5350254996393498,1.542525302388584,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R47C21,47.0,21.0,41.30993523513118,41.31376681022773,1.542525302388584,1.5500251051378184,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R47C22,47.0,22.0,41.30993523513118,41.31376681022773,1.5500251051378184,1.5575249078870528,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R47C23,47.0,23.0,41.30993523513118,41.31376681022773,1.5575249078870528,1.5650247106362871,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R47C24,47.0,24.0,41.30993523513118,41.31376681022773,1.5650247106362871,1.5725245133855215,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R47C25,47.0,25.0,41.30993523513118,41.31376681022773,1.5725245133855215,1.5800243161347558,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R47C26,47.0,26.0,41.30993523513118,41.31376681022773,1.5800243161347558,1.5875241188839901,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R47C27,47.0,27.0,41.30993523513118,41.31376681022773,1.5875241188839901,1.5950239216332245,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R47C28,47.0,28.0,41.30993523513118,41.31376681022773,1.5950239216332245,1.6025237243824588,6.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
R47C29,47.0,29.0,41.30993523513118,41.31376681022773,1.6025237243824588,1.6100235271316932,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R47C30,47.0,30.0,41.30993523513118,41.31376681022773,1.6100235271316932,1.6175233298809275,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R47C31,47.0,31.0,41.30993523513118,41.31376681022773,1.6175233298809275,1.6250231326301618,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R47C32,47.0,32.0,41.30993523513118,41.31376681022773,1.6250231326301618,1.6325229353793962,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R47C33,47.0,33.0,41.30993523513118,41.31376681022773,1.6325229353793962,1.6400227381286305,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R47C34,47.0,34.0,41.30993523513118,41.31376681022773,1.6400227381286305,1.6475225408778649,9.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0
R47C35,47.0,35.0,41.30993523513118,41.31376681022773,1.6475225408778649,1.6550223436270992,10.0,6.0,74.0,0.0,1.0,0.0,0.0,0.0
R47C36,47.0,36.0,41.30993523513118,41.31376681022773,1.6550223436270992,1.6625221463763336,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R47C37,47.0,37.0,41.30993523513118,41.31376681022773,1.6625221463763336,1.670021949125568,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
R47C38,47.0,38.0,41.30993523513118,41.31376681022773,1.670021949125568,1.6775217518748022,8.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
R47C39,47.0,39.0,41.30993523513118,41.31376681022773,1.6775217518748022,1.6850215546240366,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
R47C40,47.0,40.0,41.30993523513118,41.31376681022773,1.6850215546240366,1.692521357373271,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R47C41,47.0,41.0,41.30993523513118,41.31376681022773,1.692521357373271,1.7000211601225053,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
R47C42,47.0,42.0,41.30993523513118,41.31376681022773,1.7000211601225053,1.7075209628717396,6.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0
R47C43,47.0,43.0,41.30993523513118,41.31376681022773,1.7075209628717396,1.715020765620974,3.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0
R47C44,47.0,44.0,41.30993523513118,41.31376681022773,1.715020765620974,1.7225205683702083,2.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0
R47C45,47.0,45.0,41.30993523513118,41.31376681022773,1.7225205683702083,1.7300203711194426,2.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
R47C46,47.0,46.0,41.30993523513118,41.31376681022773,1.7300203711194426,1.737520173868677,2.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0
R47C47,47.0,47.0,41.30993523513118,41.31376681022773,1.737520173868677,1.7450199766179113,5.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0
R47C48,47.0,48.0,41.30993523513118,41.31376681022773,1.7450199766179113,1.7525197793671456,4.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0
R47C49,47.0,49.0,41.30993523513118,41.31376681022773,1.7525197793671456,1.76001958211638,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
R47C50,47.0,50.0,41.30993523513118,41.31376681022773,1.76001958211638,1.7675193848656143,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
R47C51,47.0,51.0,41.30993523513118,41.31376681022773,1.7675193848656143,1.7750191876148487,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R47C52,47.0,52.0,41.30993523513118,41.31376681022773,1.7750191876148487,1.782518990364083,1.0,1.0,12.0,0.0,3.0,0.0,0.0,0.0
R47C53,47.0,53.0,41.30993523513118,41.31376681022773,1.782518990364083,1.7900187931133174,3.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0
R47C54,47.0,54.0,41.30993523513118,41.31376681022773,1.7900187931133174,1.7975185958625517,2.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0
R47C55,47.0,55.0,41.30993523513118,41.31376681022773,1.7975185958625517,1.805018398611786,3.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0
R47C56,47.0,56.0,41.30993523513118,41.31376681022773,1.805018398611786,1.8125182013610204,4.0,0.0,21.0,1.0,2.0,0.0,2.0,0.0
R47C57,47.0,57.0,41.30993523513118,41.31376681022773,1.8125182013610204,1.8200180041102547,7.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0
R47C58,47.0,58.0,41.30993523513118,41.31376681022773,1.8200180041102547,1.827517806859489,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R47C59,47.0,59.0,41.30993523513118,41.31376681022773,1.827517806859489,1.8350176096087234,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R47C60,47.0,60.0,41.30993523513118,41.31376681022773,1.8350176096087234,1.8425174123579577,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
R47C61,47.0,61.0,41.30993523513118,41.31376681022773,1.8425174123579577,1.850017215107192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R47C62,47.0,62.0,41.30993523513118,41.31376681022773,1.850017215107192,1.8575170178564264,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R47C63,47.0,63.0,41.30993523513118,41.31376681022773,1.8575170178564264,1.8650168206056608,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
R47C64,47.0,64.0,41.30993523513118,41.31376681022773,1.8650168206056608,1.872516623354895,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R47C65,47.0,65.0,41.30993523513118,41.31376681022773,1.872516623354895,1.8800164261041294,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R47C66,47.0,66.0,41.30993523513118,41.31376681022773,1.8800164261041294,1.8875162288533638,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R47C67,47.0,67.0,41.30993523513118,41.31376681022773,1.8875162288533638,1.8950160316025981,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R47C68,47.0,68.0,41.30993523513118,41.31376681022773,1.8950160316025981,1.9025158343518325,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R47C69,47.0,69.0,41.30993523513118,41.31376681022773,1.9025158343518325,1.9100156371010668,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R47C70,47.0,70.0,41.30993523513118,41.31376681022773,1.9100156371010668,1.9175154398503012,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R47C71,47.0,71.0,41.30993523513118,41.31376681022773,1.9175154398503012,1.9250152425995355,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R47C72,47.0,72.0,41.30993523513118,41.31376681022773,1.9250152425995355,1.9325150453487698,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R47C73,47.0,73.0,41.30993523513118,41.31376681022773,1.9325150453487698,1.9400148480980042,3.0,0.0,11.0,0.0,7.0,0.0,0.0,0.0
R47C74,47.0,74.0,41.30993523513118,41.31376681022773,1.9400148480980042,1.9475146508472385,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
R47C75,47.0,75.0,41.30993523513118,41.31376681022773,1.9475146508472385,1.9550144535964729,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R47C76,47.0,76.0,41.30993523513118,41.31376681022773,1.9550144535964729,1.9625142563457072,2.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0
R47C77,47.0,77.0,41.30993523513118,41.31376681022773,1.9625142563457072,1.9700140590949415,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R47C78,47.0,78.0,41.30993523513118,41.31376681022773,1.9700140590949415,1.9775138618441759,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
R47C79,47.0,79.0,41.30993523513118,41.31376681022773,1.9775138618441759,1.9850136645934102,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R47C80,47.0,80.0,41.30993523513118,41.31376681022773,1.9850136645934102,1.9925134673426446,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0
R47C81,47.0,81.0,41.30993523513118,41.31376681022773,1.9925134673426446,2.000013270091879,1.0,8.0,155.0,0.0,0.0,2.0,3.0,0.0
R47C82,47.0,82.0,41.30993523513118,41.31376681022773,2.000013270091879,2.0075130728411135,0.0,8.0,91.0,0.0,1.0,1.0,0.0,0.0
R47C83,47.0,83.0,41.30993523513118,41.31376681022773,2.0075130728411135,2.015012875590348,0.0,6.0,95.0,1.0,0.0,3.0,1.0,0.0
R47C84,47.0,84.0,41.30993523513118,41.31376681022773,2.015012875590348,2.022512678339582,0.0,1.0,80.0,0.0,0.0,1.0,0.0,0.0
R47C85,47.0,85.0,41.30993523513118,41.31376681022773,2.022512678339582,2.0300124810888165,7.0,13.0,153.0,0.0,8.0,1.0,14.0,0.0
R47C86,47.0,86.0,41.30993523513118,41.31376681022773,2.0300124810888165,2.037512283838051,31.0,0.0,37.0,0.0,1.0,0.0,3.0,0.0
R47C87,47.0,87.0,41.30993523513118,41.31376681022773,2.037512283838051,2.045012086587285,29.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
R47C88,47.0,88.0,41.30993523513118,41.31376681022773,2.045012086587285,2.0525118893365195,13.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0
R47C89,47.0,89.0,41.30993523513118,41.31376681022773,2.0525118893365195,2.060011692085754,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R47C90,47.0,90.0,41.30993523513118,41.31376681022773,2.060011692085754,2.067511494834988,4.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0
R47C91,47.0,91.0,41.30993523513118,41.31376681022773,2.067511494834988,2.0750112975842225,2.0,8.0,240.0,0.0,1.0,0.0,1.0,0.0
R47C92,47.0,92.0,41.30993523513118,41.31376681022773,2.0750112975842225,2.082511100333457,29.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0
R47C93,47.0,93.0,41.30993523513118,41.31376681022773,2.082511100333457,2.090010903082691,29.0,0.0,63.0,0.0,1.0,0.0,4.0,0.0
R47C94,47.0,94.0,41.30993523513118,41.31376681022773,2.090010903082691,2.0975107058319256,3.0,1.0,54.0,0.0,2.0,1.0,6.0,0.0
R47C95,47.0,95.0,41.30993523513118,41.31376681022773,2.0975107058319256,2.10501050858116,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R47C96,47.0,96.0,41.30993523513118,41.31376681022773,2.10501050858116,2.1125103113303942,14.0,2.0,82.0,1.0,0.0,0.0,2.0,0.0
R47C97,47.0,97.0,41.30993523513118,41.31376681022773,2.1125103113303942,2.1200101140796286,16.0,0.0,12.0,1.0,4.0,0.0,2.0,0.0
R47C98,47.0,98.0,41.30993523513118,41.31376681022773,2.1200101140796286,2.127509916828863,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R47C99,47.0,99.0,41.30993523513118,41.31376681022773,2.127509916828863,2.1350097195780973,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
R47C100,47.0,100.0,41.30993523513118,41.31376681022773,2.1350097195780973,2.1425095223273316,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0
R47C101,47.0,101.0,41.30993523513118,41.31376681022773,2.1425095223273316,2.150009325076566,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R48C2,48.0,2.0,41.31376681022773,41.31759838532429,1.4000290501531316,1.407528852902366,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R48C3,48.0,3.0,41.31376681022773,41.31759838532429,1.407528852902366,1.4150286556516003,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R48C4,48.0,4.0,41.31376681022773,41.31759838532429,1.4150286556516003,1.4225284584008346,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R48C5,48.0,5.0,41.31376681022773,41.31759838532429,1.4225284584008346,1.430028261150069,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R48C6,48.0,6.0,41.31376681022773,41.31759838532429,1.430028261150069,1.4375280638993033,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R48C7,48.0,7.0,41.31376681022773,41.31759838532429,1.4375280638993033,1.4450278666485377,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R48C8,48.0,8.0,41.31376681022773,41.31759838532429,1.4450278666485377,1.452527669397772,2.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0
R48C9,48.0,9.0,41.31376681022773,41.31759838532429,1.452527669397772,1.4600274721470063,3.0,4.0,42.0,2.0,2.0,2.0,1.0,0.0
R48C10,48.0,10.0,41.31376681022773,41.31759838532429,1.4600274721470063,1.4675272748962407,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R48C11,48.0,11.0,41.31376681022773,41.31759838532429,1.4675272748962407,1.475027077645475,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R48C12,48.0,12.0,41.31376681022773,41.31759838532429,1.475027077645475,1.4825268803947094,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R48C13,48.0,13.0,41.31376681022773,41.31759838532429,1.4825268803947094,1.4900266831439437,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R48C14,48.0,14.0,41.31376681022773,41.31759838532429,1.4900266831439437,1.497526485893178,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R48C15,48.0,15.0,41.31376681022773,41.31759838532429,1.497526485893178,1.5050262886424124,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R48C16,48.0,16.0,41.31376681022773,41.31759838532429,1.5050262886424124,1.5125260913916467,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R48C17,48.0,17.0,41.31376681022773,41.31759838532429,1.5125260913916467,1.520025894140881,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R48C18,48.0,18.0,41.31376681022773,41.31759838532429,1.520025894140881,1.5275256968901154,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R48C19,48.0,19.0,41.31376681022773,41.31759838532429,1.5275256968901154,1.5350254996393498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R48C20,48.0,20.0,41.31376681022773,41.31759838532429,1.5350254996393498,1.542525302388584,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R48C21,48.0,21.0,41.31376681022773,41.31759838532429,1.542525302388584,1.5500251051378184,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R48C22,48.0,22.0,41.31376681022773,41.31759838532429,1.5500251051378184,1.5575249078870528,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R48C23,48.0,23.0,41.31376681022773,41.31759838532429,1.5575249078870528,1.5650247106362871,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R48C24,48.0,24.0,41.31376681022773,41.31759838532429,1.5650247106362871,1.5725245133855215,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R48C25,48.0,25.0,41.31376681022773,41.31759838532429,1.5725245133855215,1.5800243161347558,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R48C26,48.0,26.0,41.31376681022773,41.31759838532429,1.5800243161347558,1.5875241188839901,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R48C27,48.0,27.0,41.31376681022773,41.31759838532429,1.5875241188839901,1.5950239216332245,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R48C28,48.0,28.0,41.31376681022773,41.31759838532429,1.5950239216332245,1.6025237243824588,5.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0
R48C29,48.0,29.0,41.31376681022773,41.31759838532429,1.6025237243824588,1.6100235271316932,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R48C30,48.0,30.0,41.31376681022773,41.31759838532429,1.6100235271316932,1.6175233298809275,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R48C31,48.0,31.0,41.31376681022773,41.31759838532429,1.6175233298809275,1.6250231326301618,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R48C32,48.0,32.0,41.31376681022773,41.31759838532429,1.6250231326301618,1.6325229353793962,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R48C33,48.0,33.0,41.31376681022773,41.31759838532429,1.6325229353793962,1.6400227381286305,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R48C34,48.0,34.0,41.31376681022773,41.31759838532429,1.6400227381286305,1.6475225408778649,17.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0
R48C35,48.0,35.0,41.31376681022773,41.31759838532429,1.6475225408778649,1.6550223436270992,2.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
R48C36,48.0,36.0,41.31376681022773,41.31759838532429,1.6550223436270992,1.6625221463763336,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
R48C37,48.0,37.0,41.31376681022773,41.31759838532429,1.6625221463763336,1.670021949125568,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
R48C38,48.0,38.0,41.31376681022773,41.31759838532429,1.670021949125568,1.6775217518748022,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R48C39,48.0,39.0,41.31376681022773,41.31759838532429,1.6775217518748022,1.6850215546240366,9.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0
R48C40,48.0,40.0,41.31376681022773,41.31759838532429,1.6850215546240366,1.692521357373271,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R48C41,48.0,41.0,41.31376681022773,41.31759838532429,1.692521357373271,1.7000211601225053,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R48C42,48.0,42.0,41.31376681022773,41.31759838532429,1.7000211601225053,1.7075209628717396,4.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0
R48C43,48.0,43.0,41.31376681022773,41.31759838532429,1.7075209628717396,1.715020765620974,6.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
R48C44,48.0,44.0,41.31376681022773,41.31759838532429,1.715020765620974,1.7225205683702083,6.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0
R48C45,48.0,45.0,41.31376681022773,41.31759838532429,1.7225205683702083,1.7300203711194426,2.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0
R48C46,48.0,46.0,41.31376681022773,41.31759838532429,1.7300203711194426,1.737520173868677,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R48C47,48.0,47.0,41.31376681022773,41.31759838532429,1.737520173868677,1.7450199766179113,3.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0
R48C48,48.0,48.0,41.31376681022773,41.31759838532429,1.7450199766179113,1.7525197793671456,2.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
R48C49,48.0,49.0,41.31376681022773,41.31759838532429,1.7525197793671456,1.76001958211638,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
R48C50,48.0,50.0,41.31376681022773,41.31759838532429,1.76001958211638,1.7675193848656143,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R48C51,48.0,51.0,41.31376681022773,41.31759838532429,1.7675193848656143,1.7750191876148487,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R48C52,48.0,52.0,41.31376681022773,41.31759838532429,1.7750191876148487,1.782518990364083,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
R48C53,48.0,53.0,41.31376681022773,41.31759838532429,1.782518990364083,1.7900187931133174,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R48C54,48.0,54.0,41.31376681022773,41.31759838532429,1.7900187931133174,1.7975185958625517,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R48C55,48.0,55.0,41.31376681022773,41.31759838532429,1.7975185958625517,1.805018398611786,7.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0
R48C56,48.0,56.0,41.31376681022773,41.31759838532429,1.805018398611786,1.8125182013610204,2.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0
R48C57,48.0,57.0,41.31376681022773,41.31759838532429,1.8125182013610204,1.8200180041102547,3.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
R48C58,48.0,58.0,41.31376681022773,41.31759838532429,1.8200180041102547,1.827517806859489,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
R48C59,48.0,59.0,41.31376681022773,41.31759838532429,1.827517806859489,1.8350176096087234,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R48C60,48.0,60.0,41.31376681022773,41.31759838532429,1.8350176096087234,1.8425174123579577,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R48C61,48.0,61.0,41.31376681022773,41.31759838532429,1.8425174123579577,1.850017215107192,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R48C63,48.0,63.0,41.31376681022773,41.31759838532429,1.8575170178564264,1.8650168206056608,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R48C64,48.0,64.0,41.31376681022773,41.31759838532429,1.8650168206056608,1.872516623354895,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R48C65,48.0,65.0,41.31376681022773,41.31759838532429,1.872516623354895,1.8800164261041294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R48C66,48.0,66.0,41.31376681022773,41.31759838532429,1.8800164261041294,1.8875162288533638,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
R48C67,48.0,67.0,41.31376681022773,41.31759838532429,1.8875162288533638,1.8950160316025981,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R48C68,48.0,68.0,41.31376681022773,41.31759838532429,1.8950160316025981,1.9025158343518325,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R48C69,48.0,69.0,41.31376681022773,41.31759838532429,1.9025158343518325,1.9100156371010668,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
R48C70,48.0,70.0,41.31376681022773,41.31759838532429,1.9100156371010668,1.9175154398503012,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R48C71,48.0,71.0,41.31376681022773,41.31759838532429,1.9175154398503012,1.9250152425995355,7.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
R48C72,48.0,72.0,41.31376681022773,41.31759838532429,1.9250152425995355,1.9325150453487698,4.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0
R48C73,48.0,73.0,41.31376681022773,41.31759838532429,1.9325150453487698,1.9400148480980042,2.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0
R48C74,48.0,74.0,41.31376681022773,41.31759838532429,1.9400148480980042,1.9475146508472385,3.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0
R48C75,48.0,75.0,41.31376681022773,41.31759838532429,1.9475146508472385,1.9550144535964729,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R48C76,48.0,76.0,41.31376681022773,41.31759838532429,1.9550144535964729,1.9625142563457072,0.0,2.0,13.0,3.0,4.0,0.0,1.0,0.0
R48C77,48.0,77.0,41.31376681022773,41.31759838532429,1.9625142563457072,1.9700140590949415,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
R48C78,48.0,78.0,41.31376681022773,41.31759838532429,1.9700140590949415,1.9775138618441759,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R48C79,48.0,79.0,41.31376681022773,41.31759838532429,1.9775138618441759,1.9850136645934102,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R48C80,48.0,80.0,41.31376681022773,41.31759838532429,1.9850136645934102,1.9925134673426446,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
R48C81,48.0,81.0,41.31376681022773,41.31759838532429,1.9925134673426446,2.000013270091879,2.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0
R48C82,48.0,82.0,41.31376681022773,41.31759838532429,2.000013270091879,2.0075130728411135,7.0,4.0,55.0,0.0,0.0,0.0,2.0,0.0
R48C83,48.0,83.0,41.31376681022773,41.31759838532429,2.0075130728411135,2.015012875590348,2.0,15.0,83.0,0.0,0.0,2.0,2.0,0.0
R48C84,48.0,84.0,41.31376681022773,41.31759838532429,2.015012875590348,2.022512678339582,0.0,7.0,120.0,1.0,2.0,3.0,0.0,0.0
R48C85,48.0,85.0,41.31376681022773,41.31759838532429,2.022512678339582,2.0300124810888165,1.0,5.0,73.0,0.0,0.0,1.0,2.0,0.0
R48C86,48.0,86.0,41.31376681022773,41.31759838532429,2.0300124810888165,2.037512283838051,14.0,1.0,30.0,0.0,0.0,0.0,2.0,0.0
R48C87,48.0,87.0,41.31376681022773,41.31759838532429,2.037512283838051,2.045012086587285,57.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
R48C88,48.0,88.0,41.31376681022773,41.31759838532429,2.045012086587285,2.0525118893365195,27.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
R48C89,48.0,89.0,41.31376681022773,41.31759838532429,2.0525118893365195,2.060011692085754,11.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0
R48C90,48.0,90.0,41.31376681022773,41.31759838532429,2.060011692085754,2.067511494834988,5.0,19.0,32.0,0.0,0.0,0.0,0.0,0.0
R48C91,48.0,91.0,41.31376681022773,41.31759838532429,2.067511494834988,2.0750112975842225,11.0,5.0,140.0,0.0,1.0,0.0,0.0,0.0
R48C92,48.0,92.0,41.31376681022773,41.31759838532429,2.0750112975842225,2.082511100333457,36.0,6.0,174.0,0.0,1.0,2.0,0.0,0.0
R48C93,48.0,93.0,41.31376681022773,41.31759838532429,2.082511100333457,2.090010903082691,28.0,29.0,227.0,2.0,6.0,3.0,4.0,0.0
R48C94,48.0,94.0,41.31376681022773,41.31759838532429,2.090010903082691,2.0975107058319256,15.0,15.0,156.0,2.0,9.0,0.0,6.0,0.0
R48C95,48.0,95.0,41.31376681022773,41.31759838532429,2.0975107058319256,2.10501050858116,18.0,3.0,38.0,0.0,0.0,0.0,1.0,0.0
R48C96,48.0,96.0,41.31376681022773,41.31759838532429,2.10501050858116,2.1125103113303942,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
R48C97,48.0,97.0,41.31376681022773,41.31759838532429,2.1125103113303942,2.1200101140796286,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
