,geometry,cluster
R159C28,"POLYGON ((11.7025004055 45.79499880200458, 11.695000409 45.79499880200458, 11.695000409 45.789998833113785, 11.7025004055 45.789998833113785, 11.7025004055 45.79499880200458))",17
R159C31,"POLYGON ((11.725000395 45.79499880200458, 11.7175003985 45.79499880200458, 11.7175003985 45.789998833113785, 11.725000395 45.789998833113785, 11.725000395 45.79499880200458))",3
R159C36,"POLYGON ((11.7625003775 45.79499880200458, 11.755000381 45.79499880200458, 11.755000381 45.789998833113785, 11.7625003775 45.789998833113785, 11.7625003775 45.79499880200458))",3
R159C41,"POLYGON ((11.80000036 45.79499880200458, 11.7925003635 45.79499880200458, 11.7925003635 45.789998833113785, 11.80000036 45.789998833113785, 11.80000036 45.79499880200458))",3
R159C42,"POLYGON ((11.8075003565 45.79499880200458, 11.80000036 45.79499880200458, 11.80000036 45.789998833113785, 11.8075003565 45.789998833113785, 11.8075003565 45.79499880200458))",3
R159C43,"POLYGON ((11.815000353 45.79499880200458, 11.8075003565 45.79499880200458, 11.8075003565 45.789998833113785, 11.815000353 45.789998833113785, 11.815000353 45.79499880200458))",3
R159C44,"POLYGON ((11.8225003495 45.79499880200458, 11.815000353 45.79499880200458, 11.815000353 45.789998833113785, 11.8225003495 45.789998833113785, 11.8225003495 45.79499880200458))",3
R159C45,"POLYGON ((11.830000346 45.79499880200458, 11.8225003495 45.79499880200458, 11.8225003495 45.789998833113785, 11.830000346 45.789998833113785, 11.830000346 45.79499880200458))",3
R159C46,"POLYGON ((11.8375003425 45.79499880200458, 11.830000346 45.79499880200458, 11.830000346 45.789998833113785, 11.8375003425 45.789998833113785, 11.8375003425 45.79499880200458))",3
R159C47,"POLYGON ((11.845000339 45.79499880200458, 11.8375003425 45.79499880200458, 11.8375003425 45.789998833113785, 11.845000339 45.789998833113785, 11.845000339 45.79499880200458))",3
R159C55,"POLYGON ((11.905000311 45.79499880200458, 11.8975003145 45.79499880200458, 11.8975003145 45.789998833113785, 11.905000311 45.789998833113785, 11.905000311 45.79499880200458))",20
R159C56,"POLYGON ((11.9125003075 45.79499880200458, 11.905000311 45.79499880200458, 11.905000311 45.789998833113785, 11.9125003075 45.789998833113785, 11.9125003075 45.79499880200458))",20
R159C57,"POLYGON ((11.920000304 45.79499880200458, 11.9125003075 45.79499880200458, 11.9125003075 45.789998833113785, 11.920000304 45.789998833113785, 11.920000304 45.79499880200458))",20
R159C58,"POLYGON ((11.9275003005 45.79499880200458, 11.920000304 45.79499880200458, 11.920000304 45.789998833113785, 11.9275003005 45.789998833113785, 11.9275003005 45.79499880200458))",20
R159C61,"POLYGON ((11.95000029 45.79499880200458, 11.9425002935 45.79499880200458, 11.9425002935 45.789998833113785, 11.95000029 45.789998833113785, 11.95000029 45.79499880200458))",20
R159C67,"POLYGON ((11.995000269 45.79499880200458, 11.9875002725 45.79499880200458, 11.9875002725 45.789998833113785, 11.995000269 45.789998833113785, 11.995000269 45.79499880200458))",20
R159C68,"POLYGON ((12.0025002655 45.79499880200458, 11.995000269 45.79499880200458, 11.995000269 45.789998833113785, 12.0025002655 45.789998833113785, 12.0025002655 45.79499880200458))",20
R159C69,"POLYGON ((12.010000262 45.79499880200458, 12.0025002655 45.79499880200458, 12.0025002655 45.789998833113785, 12.010000262 45.789998833113785, 12.010000262 45.79499880200458))",20
R159C74,"POLYGON ((12.0475002445 45.79499880200458, 12.040000248 45.79499880200458, 12.040000248 45.789998833113785, 12.0475002445 45.789998833113785, 12.0475002445 45.79499880200458))",20
R159C75,"POLYGON ((12.055000241 45.79499880200458, 12.0475002445 45.79499880200458, 12.0475002445 45.789998833113785, 12.055000241 45.789998833113785, 12.055000241 45.79499880200458))",20
R159C87,"POLYGON ((12.145000199 45.79499880200458, 12.1375002025 45.79499880200458, 12.1375002025 45.789998833113785, 12.145000199 45.789998833113785, 12.145000199 45.79499880200458))",18
R159C91,"POLYGON ((12.175000185 45.79499880200458, 12.1675001885 45.79499880200458, 12.1675001885 45.789998833113785, 12.175000185 45.789998833113785, 12.175000185 45.79499880200458))",18
R159C121,"POLYGON ((12.40000008 45.79499880200458, 12.3925000835 45.79499880200458, 12.3925000835 45.789998833113785, 12.40000008 45.789998833113785, 12.40000008 45.79499880200458))",15
R159C132,"POLYGON ((12.4825000415 45.79499880200458, 12.475000045 45.79499880200458, 12.475000045 45.789998833113785, 12.4825000415 45.789998833113785, 12.4825000415 45.79499880200458))",15
R159C133,"POLYGON ((12.490000038 45.79499880200458, 12.4825000415 45.79499880200458, 12.4825000415 45.789998833113785, 12.490000038 45.789998833113785, 12.490000038 45.79499880200458))",15
R159C135,"POLYGON ((12.505000031 45.79499880200458, 12.4975000345 45.79499880200458, 12.4975000345 45.789998833113785, 12.505000031 45.789998833113785, 12.505000031 45.79499880200458))",15
R159C141,"POLYGON ((12.55000001 45.79499880200458, 12.5425000135 45.79499880200458, 12.5425000135 45.789998833113785, 12.55000001 45.789998833113785, 12.55000001 45.79499880200458))",15
R159C159,"POLYGON ((12.684999947 45.79499880200458, 12.6774999505 45.79499880200458, 12.6774999505 45.789998833113785, 12.684999947 45.789998833113785, 12.684999947 45.79499880200458))",9
R159C160,"POLYGON ((12.6924999435 45.79499880200458, 12.684999947 45.79499880200458, 12.684999947 45.789998833113785, 12.6924999435 45.789998833113785, 12.6924999435 45.79499880200458))",9
R159C176,"POLYGON ((12.8124998875 45.79499880200458, 12.804999891 45.79499880200458, 12.804999891 45.789998833113785, 12.8124998875 45.789998833113785, 12.8124998875 45.79499880200458))",19
R159C177,"POLYGON ((12.819999884 45.79499880200458, 12.8124998875 45.79499880200458, 12.8124998875 45.789998833113785, 12.819999884 45.789998833113785, 12.819999884 45.79499880200458))",19
R159C178,"POLYGON ((12.8274998805 45.79499880200458, 12.819999884 45.79499880200458, 12.819999884 45.789998833113785, 12.8274998805 45.789998833113785, 12.8274998805 45.79499880200458))",19
R159C189,"POLYGON ((12.909999842 45.79499880200458, 12.9024998455 45.79499880200458, 12.9024998455 45.789998833113785, 12.909999842 45.789998833113785, 12.909999842 45.79499880200458))",19
R160C5,"POLYGON ((11.530000486 45.79999877089537, 11.5225004895 45.79999877089537, 11.5225004895 45.79499880200458, 11.530000486 45.79499880200458, 11.530000486 45.79999877089537))",17
R160C14,"POLYGON ((11.5975004545 45.79999877089537, 11.590000458 45.79999877089537, 11.590000458 45.79499880200458, 11.5975004545 45.79499880200458, 11.5975004545 45.79999877089537))",17
R160C15,"POLYGON ((11.605000451 45.79999877089537, 11.5975004545 45.79999877089537, 11.5975004545 45.79499880200458, 11.605000451 45.79499880200458, 11.605000451 45.79999877089537))",17
R160C16,"POLYGON ((11.6125004475 45.79999877089537, 11.605000451 45.79999877089537, 11.605000451 45.79499880200458, 11.6125004475 45.79499880200458, 11.6125004475 45.79999877089537))",17
R160C19,"POLYGON ((11.635000437 45.79999877089537, 11.6275004405 45.79999877089537, 11.6275004405 45.79499880200458, 11.635000437 45.79499880200458, 11.635000437 45.79999877089537))",17
R160C23,"POLYGON ((11.665000423 45.79999877089537, 11.6575004265 45.79999877089537, 11.6575004265 45.79499880200458, 11.665000423 45.79499880200458, 11.665000423 45.79999877089537))",17
R160C30,"POLYGON ((11.7175003985 45.79999877089537, 11.710000402 45.79999877089537, 11.710000402 45.79499880200458, 11.7175003985 45.79499880200458, 11.7175003985 45.79999877089537))",3
R160C31,"POLYGON ((11.725000395 45.79999877089537, 11.7175003985 45.79999877089537, 11.7175003985 45.79499880200458, 11.725000395 45.79499880200458, 11.725000395 45.79999877089537))",3
R160C36,"POLYGON ((11.7625003775 45.79999877089537, 11.755000381 45.79999877089537, 11.755000381 45.79499880200458, 11.7625003775 45.79499880200458, 11.7625003775 45.79999877089537))",3
R160C37,"POLYGON ((11.770000374 45.79999877089537, 11.7625003775 45.79999877089537, 11.7625003775 45.79499880200458, 11.770000374 45.79499880200458, 11.770000374 45.79999877089537))",3
R160C41,"POLYGON ((11.80000036 45.79999877089537, 11.7925003635 45.79999877089537, 11.7925003635 45.79499880200458, 11.80000036 45.79499880200458, 11.80000036 45.79999877089537))",3
R160C44,"POLYGON ((11.8225003495 45.79999877089537, 11.815000353 45.79999877089537, 11.815000353 45.79499880200458, 11.8225003495 45.79499880200458, 11.8225003495 45.79999877089537))",3
R160C45,"POLYGON ((11.830000346 45.79999877089537, 11.8225003495 45.79999877089537, 11.8225003495 45.79499880200458, 11.830000346 45.79499880200458, 11.830000346 45.79999877089537))",3
R160C46,"POLYGON ((11.8375003425 45.79999877089537, 11.830000346 45.79999877089537, 11.830000346 45.79499880200458, 11.8375003425 45.79499880200458, 11.8375003425 45.79999877089537))",3
R160C47,"POLYGON ((11.845000339 45.79999877089537, 11.8375003425 45.79999877089537, 11.8375003425 45.79499880200458, 11.845000339 45.79499880200458, 11.845000339 45.79999877089537))",3
R160C49,"POLYGON ((11.860000332 45.79999877089537, 11.8525003355 45.79999877089537, 11.8525003355 45.79499880200458, 11.860000332 45.79499880200458, 11.860000332 45.79999877089537))",3
R160C55,"POLYGON ((11.905000311 45.79999877089537, 11.8975003145 45.79999877089537, 11.8975003145 45.79499880200458, 11.905000311 45.79499880200458, 11.905000311 45.79999877089537))",20
R160C56,"POLYGON ((11.9125003075 45.79999877089537, 11.905000311 45.79999877089537, 11.905000311 45.79499880200458, 11.9125003075 45.79499880200458, 11.9125003075 45.79999877089537))",20
R160C57,"POLYGON ((11.920000304 45.79999877089537, 11.9125003075 45.79999877089537, 11.9125003075 45.79499880200458, 11.920000304 45.79499880200458, 11.920000304 45.79999877089537))",20
R160C58,"POLYGON ((11.9275003005 45.79999877089537, 11.920000304 45.79999877089537, 11.920000304 45.79499880200458, 11.9275003005 45.79499880200458, 11.9275003005 45.79999877089537))",20
R160C60,"POLYGON ((11.9425002935 45.79999877089537, 11.935000297 45.79999877089537, 11.935000297 45.79499880200458, 11.9425002935 45.79499880200458, 11.9425002935 45.79999877089537))",20
R160C61,"POLYGON ((11.95000029 45.79999877089537, 11.9425002935 45.79999877089537, 11.9425002935 45.79499880200458, 11.95000029 45.79499880200458, 11.95000029 45.79999877089537))",20
R160C68,"POLYGON ((12.0025002655 45.79999877089537, 11.995000269 45.79999877089537, 11.995000269 45.79499880200458, 12.0025002655 45.79499880200458, 12.0025002655 45.79999877089537))",20
R160C69,"POLYGON ((12.010000262 45.79999877089537, 12.0025002655 45.79999877089537, 12.0025002655 45.79499880200458, 12.010000262 45.79499880200458, 12.010000262 45.79999877089537))",20
R160C74,"POLYGON ((12.0475002445 45.79999877089537, 12.040000248 45.79999877089537, 12.040000248 45.79499880200458, 12.0475002445 45.79499880200458, 12.0475002445 45.79999877089537))",20
R160C114,"POLYGON ((12.3475001045 45.79999877089537, 12.340000108 45.79999877089537, 12.340000108 45.79499880200458, 12.3475001045 45.79499880200458, 12.3475001045 45.79999877089537))",7
R160C134,"POLYGON ((12.4975000345 45.79999877089537, 12.490000038 45.79999877089537, 12.490000038 45.79499880200458, 12.4975000345 45.79499880200458, 12.4975000345 45.79999877089537))",15
R160C159,"POLYGON ((12.684999947 45.79999877089537, 12.6774999505 45.79999877089537, 12.6774999505 45.79499880200458, 12.684999947 45.79499880200458, 12.684999947 45.79999877089537))",9
R160C160,"POLYGON ((12.6924999435 45.79999877089537, 12.684999947 45.79999877089537, 12.684999947 45.79499880200458, 12.6924999435 45.79499880200458, 12.6924999435 45.79999877089537))",9
R160C177,"POLYGON ((12.819999884 45.79999877089537, 12.8124998875 45.79999877089537, 12.8124998875 45.79499880200458, 12.819999884 45.79499880200458, 12.819999884 45.79999877089537))",19
R160C178,"POLYGON ((12.8274998805 45.79999877089537, 12.819999884 45.79999877089537, 12.819999884 45.79499880200458, 12.8274998805 45.79499880200458, 12.8274998805 45.79999877089537))",19
R161C14,"POLYGON ((11.5975004545 45.804998739786164, 11.590000458 45.804998739786164, 11.590000458 45.79999877089537, 11.5975004545 45.79999877089537, 11.5975004545 45.804998739786164))",17
R161C16,"POLYGON ((11.6125004475 45.804998739786164, 11.605000451 45.804998739786164, 11.605000451 45.79999877089537, 11.6125004475 45.79999877089537, 11.6125004475 45.804998739786164))",17
R161C17,"POLYGON ((11.620000444 45.804998739786164, 11.6125004475 45.804998739786164, 11.6125004475 45.79999877089537, 11.620000444 45.79999877089537, 11.620000444 45.804998739786164))",17
R161C22,"POLYGON ((11.6575004265 45.804998739786164, 11.65000043 45.804998739786164, 11.65000043 45.79999877089537, 11.6575004265 45.79999877089537, 11.6575004265 45.804998739786164))",17
R161C23,"POLYGON ((11.665000423 45.804998739786164, 11.6575004265 45.804998739786164, 11.6575004265 45.79999877089537, 11.665000423 45.79999877089537, 11.665000423 45.804998739786164))",17
R161C24,"POLYGON ((11.6725004195 45.804998739786164, 11.665000423 45.804998739786164, 11.665000423 45.79999877089537, 11.6725004195 45.79999877089537, 11.6725004195 45.804998739786164))",17
R161C29,"POLYGON ((11.710000402 45.804998739786164, 11.7025004055 45.804998739786164, 11.7025004055 45.79999877089537, 11.710000402 45.79999877089537, 11.710000402 45.804998739786164))",3
R161C30,"POLYGON ((11.7175003985 45.804998739786164, 11.710000402 45.804998739786164, 11.710000402 45.79999877089537, 11.7175003985 45.79999877089537, 11.7175003985 45.804998739786164))",3
R161C31,"POLYGON ((11.725000395 45.804998739786164, 11.7175003985 45.804998739786164, 11.7175003985 45.79999877089537, 11.725000395 45.79999877089537, 11.725000395 45.804998739786164))",3
R161C37,"POLYGON ((11.770000374 45.804998739786164, 11.7625003775 45.804998739786164, 11.7625003775 45.79999877089537, 11.770000374 45.79999877089537, 11.770000374 45.804998739786164))",3
R161C40,"POLYGON ((11.7925003635 45.804998739786164, 11.785000367 45.804998739786164, 11.785000367 45.79999877089537, 11.7925003635 45.79999877089537, 11.7925003635 45.804998739786164))",3
R161C43,"POLYGON ((11.815000353 45.804998739786164, 11.8075003565 45.804998739786164, 11.8075003565 45.79999877089537, 11.815000353 45.79999877089537, 11.815000353 45.804998739786164))",3
R161C50,"POLYGON ((11.8675003285 45.804998739786164, 11.860000332 45.804998739786164, 11.860000332 45.79999877089537, 11.8675003285 45.79999877089537, 11.8675003285 45.804998739786164))",3
R161C53,"POLYGON ((11.890000318 45.804998739786164, 11.8825003215 45.804998739786164, 11.8825003215 45.79999877089537, 11.890000318 45.79999877089537, 11.890000318 45.804998739786164))",20
R161C54,"POLYGON ((11.8975003145 45.804998739786164, 11.890000318 45.804998739786164, 11.890000318 45.79999877089537, 11.8975003145 45.79999877089537, 11.8975003145 45.804998739786164))",20
R161C55,"POLYGON ((11.905000311 45.804998739786164, 11.8975003145 45.804998739786164, 11.8975003145 45.79999877089537, 11.905000311 45.79999877089537, 11.905000311 45.804998739786164))",20
R161C56,"POLYGON ((11.9125003075 45.804998739786164, 11.905000311 45.804998739786164, 11.905000311 45.79999877089537, 11.9125003075 45.79999877089537, 11.9125003075 45.804998739786164))",20
R161C57,"POLYGON ((11.920000304 45.804998739786164, 11.9125003075 45.804998739786164, 11.9125003075 45.79999877089537, 11.920000304 45.79999877089537, 11.920000304 45.804998739786164))",20
R161C58,"POLYGON ((11.9275003005 45.804998739786164, 11.920000304 45.804998739786164, 11.920000304 45.79999877089537, 11.9275003005 45.79999877089537, 11.9275003005 45.804998739786164))",20
R161C62,"POLYGON ((11.9575002865 45.804998739786164, 11.95000029 45.804998739786164, 11.95000029 45.79999877089537, 11.9575002865 45.79999877089537, 11.9575002865 45.804998739786164))",20
R161C63,"POLYGON ((11.965000283 45.804998739786164, 11.9575002865 45.804998739786164, 11.9575002865 45.79999877089537, 11.965000283 45.79999877089537, 11.965000283 45.804998739786164))",20
R161C64,"POLYGON ((11.9725002795 45.804998739786164, 11.965000283 45.804998739786164, 11.965000283 45.79999877089537, 11.9725002795 45.79999877089537, 11.9725002795 45.804998739786164))",20
R161C69,"POLYGON ((12.010000262 45.804998739786164, 12.0025002655 45.804998739786164, 12.0025002655 45.79999877089537, 12.010000262 45.79999877089537, 12.010000262 45.804998739786164))",20
R161C75,"POLYGON ((12.055000241 45.804998739786164, 12.0475002445 45.804998739786164, 12.0475002445 45.79999877089537, 12.055000241 45.79999877089537, 12.055000241 45.804998739786164))",20
R161C91,"POLYGON ((12.175000185 45.804998739786164, 12.1675001885 45.804998739786164, 12.1675001885 45.79999877089537, 12.175000185 45.79999877089537, 12.175000185 45.804998739786164))",18
R161C157,"POLYGON ((12.669999954 45.804998739786164, 12.6624999575 45.804998739786164, 12.6624999575 45.79999877089537, 12.669999954 45.79999877089537, 12.669999954 45.804998739786164))",9
R161C176,"POLYGON ((12.8124998875 45.804998739786164, 12.804999891 45.804998739786164, 12.804999891 45.79999877089537, 12.8124998875 45.79999877089537, 12.8124998875 45.804998739786164))",19
R161C177,"POLYGON ((12.819999884 45.804998739786164, 12.8124998875 45.804998739786164, 12.8124998875 45.79999877089537, 12.819999884 45.79999877089537, 12.819999884 45.804998739786164))",19
R161C181,"POLYGON ((12.84999987 45.804998739786164, 12.8424998735 45.804998739786164, 12.8424998735 45.79999877089537, 12.84999987 45.79999877089537, 12.84999987 45.804998739786164))",19
R161C191,"POLYGON ((12.924999835 45.804998739786164, 12.9174998385 45.804998739786164, 12.9174998385 45.79999877089537, 12.924999835 45.79999877089537, 12.924999835 45.804998739786164))",19
R162C16,"POLYGON ((11.6125004475 45.80999870867696, 11.605000451 45.80999870867696, 11.605000451 45.804998739786164, 11.6125004475 45.804998739786164, 11.6125004475 45.80999870867696))",17
R162C22,"POLYGON ((11.6575004265 45.80999870867696, 11.65000043 45.80999870867696, 11.65000043 45.804998739786164, 11.6575004265 45.804998739786164, 11.6575004265 45.80999870867696))",17
R162C23,"POLYGON ((11.665000423 45.80999870867696, 11.6575004265 45.80999870867696, 11.6575004265 45.804998739786164, 11.665000423 45.804998739786164, 11.665000423 45.80999870867696))",17
R162C30,"POLYGON ((11.7175003985 45.80999870867696, 11.710000402 45.80999870867696, 11.710000402 45.804998739786164, 11.7175003985 45.804998739786164, 11.7175003985 45.80999870867696))",3
R162C36,"POLYGON ((11.7625003775 45.80999870867696, 11.755000381 45.80999870867696, 11.755000381 45.804998739786164, 11.7625003775 45.804998739786164, 11.7625003775 45.80999870867696))",3
R162C37,"POLYGON ((11.770000374 45.80999870867696, 11.7625003775 45.80999870867696, 11.7625003775 45.804998739786164, 11.770000374 45.804998739786164, 11.770000374 45.80999870867696))",3
R162C38,"POLYGON ((11.7775003705 45.80999870867696, 11.770000374 45.80999870867696, 11.770000374 45.804998739786164, 11.7775003705 45.804998739786164, 11.7775003705 45.80999870867696))",3
R162C40,"POLYGON ((11.7925003635 45.80999870867696, 11.785000367 45.80999870867696, 11.785000367 45.804998739786164, 11.7925003635 45.804998739786164, 11.7925003635 45.80999870867696))",3
R162C42,"POLYGON ((11.8075003565 45.80999870867696, 11.80000036 45.80999870867696, 11.80000036 45.804998739786164, 11.8075003565 45.804998739786164, 11.8075003565 45.80999870867696))",3
R162C43,"POLYGON ((11.815000353 45.80999870867696, 11.8075003565 45.80999870867696, 11.8075003565 45.804998739786164, 11.815000353 45.804998739786164, 11.815000353 45.80999870867696))",3
R162C44,"POLYGON ((11.8225003495 45.80999870867696, 11.815000353 45.80999870867696, 11.815000353 45.804998739786164, 11.8225003495 45.804998739786164, 11.8225003495 45.80999870867696))",3
R162C50,"POLYGON ((11.8675003285 45.80999870867696, 11.860000332 45.80999870867696, 11.860000332 45.804998739786164, 11.8675003285 45.804998739786164, 11.8675003285 45.80999870867696))",3
R162C53,"POLYGON ((11.890000318 45.80999870867696, 11.8825003215 45.80999870867696, 11.8825003215 45.804998739786164, 11.890000318 45.804998739786164, 11.890000318 45.80999870867696))",20
R162C54,"POLYGON ((11.8975003145 45.80999870867696, 11.890000318 45.80999870867696, 11.890000318 45.804998739786164, 11.8975003145 45.804998739786164, 11.8975003145 45.80999870867696))",20
R162C55,"POLYGON ((11.905000311 45.80999870867696, 11.8975003145 45.80999870867696, 11.8975003145 45.804998739786164, 11.905000311 45.804998739786164, 11.905000311 45.80999870867696))",20
R162C56,"POLYGON ((11.9125003075 45.80999870867696, 11.905000311 45.80999870867696, 11.905000311 45.804998739786164, 11.9125003075 45.804998739786164, 11.9125003075 45.80999870867696))",20
R162C57,"POLYGON ((11.920000304 45.80999870867696, 11.9125003075 45.80999870867696, 11.9125003075 45.804998739786164, 11.920000304 45.804998739786164, 11.920000304 45.80999870867696))",20
R162C58,"POLYGON ((11.9275003005 45.80999870867696, 11.920000304 45.80999870867696, 11.920000304 45.804998739786164, 11.9275003005 45.804998739786164, 11.9275003005 45.80999870867696))",20
R162C59,"POLYGON ((11.935000297 45.80999870867696, 11.9275003005 45.80999870867696, 11.9275003005 45.804998739786164, 11.935000297 45.804998739786164, 11.935000297 45.80999870867696))",20
R162C64,"POLYGON ((11.9725002795 45.80999870867696, 11.965000283 45.80999870867696, 11.965000283 45.804998739786164, 11.9725002795 45.804998739786164, 11.9725002795 45.80999870867696))",20
R162C65,"POLYGON ((11.980000276 45.80999870867696, 11.9725002795 45.80999870867696, 11.9725002795 45.804998739786164, 11.980000276 45.804998739786164, 11.980000276 45.80999870867696))",20
R162C81,"POLYGON ((12.10000022 45.80999870867696, 12.0925002235 45.80999870867696, 12.0925002235 45.804998739786164, 12.10000022 45.804998739786164, 12.10000022 45.80999870867696))",18
R162C89,"POLYGON ((12.160000192 45.80999870867696, 12.1525001955 45.80999870867696, 12.1525001955 45.804998739786164, 12.160000192 45.804998739786164, 12.160000192 45.80999870867696))",18
R162C122,"POLYGON ((12.4075000765 45.80999870867696, 12.40000008 45.80999870867696, 12.40000008 45.804998739786164, 12.4075000765 45.804998739786164, 12.4075000765 45.80999870867696))",15
R162C150,"POLYGON ((12.6174999785 45.80999870867696, 12.609999982 45.80999870867696, 12.609999982 45.804998739786164, 12.6174999785 45.804998739786164, 12.6174999785 45.80999870867696))",9
R162C154,"POLYGON ((12.6474999645 45.80999870867696, 12.639999968 45.80999870867696, 12.639999968 45.804998739786164, 12.6474999645 45.804998739786164, 12.6474999645 45.80999870867696))",9
R163C20,"POLYGON ((11.6425004335 45.81499867756775, 11.635000437 45.81499867756775, 11.635000437 45.80999870867696, 11.6425004335 45.80999870867696, 11.6425004335 45.81499867756775))",17
R163C31,"POLYGON ((11.725000395 45.81499867756775, 11.7175003985 45.81499867756775, 11.7175003985 45.80999870867696, 11.725000395 45.80999870867696, 11.725000395 45.81499867756775))",3
R163C34,"POLYGON ((11.7475003845 45.81499867756775, 11.740000388 45.81499867756775, 11.740000388 45.80999870867696, 11.7475003845 45.80999870867696, 11.7475003845 45.81499867756775))",3
R163C35,"POLYGON ((11.755000381 45.81499867756775, 11.7475003845 45.81499867756775, 11.7475003845 45.80999870867696, 11.755000381 45.80999870867696, 11.755000381 45.81499867756775))",3
R163C36,"POLYGON ((11.7625003775 45.81499867756775, 11.755000381 45.81499867756775, 11.755000381 45.80999870867696, 11.7625003775 45.80999870867696, 11.7625003775 45.81499867756775))",3
R163C38,"POLYGON ((11.7775003705 45.81499867756775, 11.770000374 45.81499867756775, 11.770000374 45.80999870867696, 11.7775003705 45.80999870867696, 11.7775003705 45.81499867756775))",3
R163C39,"POLYGON ((11.785000367 45.81499867756775, 11.7775003705 45.81499867756775, 11.7775003705 45.80999870867696, 11.785000367 45.80999870867696, 11.785000367 45.81499867756775))",3
R163C42,"POLYGON ((11.8075003565 45.81499867756775, 11.80000036 45.81499867756775, 11.80000036 45.80999870867696, 11.8075003565 45.80999870867696, 11.8075003565 45.81499867756775))",3
R163C48,"POLYGON ((11.8525003355 45.81499867756775, 11.845000339 45.81499867756775, 11.845000339 45.80999870867696, 11.8525003355 45.80999870867696, 11.8525003355 45.81499867756775))",3
R163C65,"POLYGON ((11.980000276 45.81499867756775, 11.9725002795 45.81499867756775, 11.9725002795 45.80999870867696, 11.980000276 45.80999870867696, 11.980000276 45.81499867756775))",20
R163C70,"POLYGON ((12.0175002585 45.81499867756775, 12.010000262 45.81499867756775, 12.010000262 45.80999870867696, 12.0175002585 45.80999870867696, 12.0175002585 45.81499867756775))",20
R163C96,"POLYGON ((12.2125001675 45.81499867756775, 12.205000171 45.81499867756775, 12.205000171 45.80999870867696, 12.2125001675 45.80999870867696, 12.2125001675 45.81499867756775))",18
R163C100,"POLYGON ((12.2425001535 45.81499867756775, 12.235000157 45.81499867756775, 12.235000157 45.80999870867696, 12.2425001535 45.80999870867696, 12.2425001535 45.81499867756775))",18
R163C101,"POLYGON ((12.25000015 45.81499867756775, 12.2425001535 45.81499867756775, 12.2425001535 45.80999870867696, 12.25000015 45.80999870867696, 12.25000015 45.81499867756775))",7
R163C115,"POLYGON ((12.355000101 45.81499867756775, 12.3475001045 45.81499867756775, 12.3475001045 45.80999870867696, 12.355000101 45.80999870867696, 12.355000101 45.81499867756775))",7
R163C121,"POLYGON ((12.40000008 45.81499867756775, 12.3925000835 45.81499867756775, 12.3925000835 45.80999870867696, 12.40000008 45.80999870867696, 12.40000008 45.81499867756775))",7
R163C131,"POLYGON ((12.475000045 45.81499867756775, 12.4675000485 45.81499867756775, 12.4675000485 45.80999870867696, 12.475000045 45.80999870867696, 12.475000045 45.81499867756775))",15
R163C132,"POLYGON ((12.4825000415 45.81499867756775, 12.475000045 45.81499867756775, 12.475000045 45.80999870867696, 12.4825000415 45.80999870867696, 12.4825000415 45.81499867756775))",15
R163C150,"POLYGON ((12.6174999785 45.81499867756775, 12.609999982 45.81499867756775, 12.609999982 45.80999870867696, 12.6174999785 45.80999870867696, 12.6174999785 45.81499867756775))",9
R163C154,"POLYGON ((12.6474999645 45.81499867756775, 12.639999968 45.81499867756775, 12.639999968 45.80999870867696, 12.6474999645 45.80999870867696, 12.6474999645 45.81499867756775))",9
R163C160,"POLYGON ((12.6924999435 45.81499867756775, 12.684999947 45.81499867756775, 12.684999947 45.80999870867696, 12.6924999435 45.80999870867696, 12.6924999435 45.81499867756775))",9
R163C183,"POLYGON ((12.864999863 45.81499867756775, 12.8574998665 45.81499867756775, 12.8574998665 45.80999870867696, 12.864999863 45.80999870867696, 12.864999863 45.81499867756775))",19
R163C186,"POLYGON ((12.8874998525 45.81499867756775, 12.879999856 45.81499867756775, 12.879999856 45.80999870867696, 12.8874998525 45.80999870867696, 12.8874998525 45.81499867756775))",19
R164C16,"POLYGON ((11.6125004475 45.819998646458544, 11.605000451 45.819998646458544, 11.605000451 45.81499867756775, 11.6125004475 45.81499867756775, 11.6125004475 45.819998646458544))",17
R164C17,"POLYGON ((11.620000444 45.819998646458544, 11.6125004475 45.819998646458544, 11.6125004475 45.81499867756775, 11.620000444 45.81499867756775, 11.620000444 45.819998646458544))",17
R164C18,"POLYGON ((11.6275004405 45.819998646458544, 11.620000444 45.819998646458544, 11.620000444 45.81499867756775, 11.6275004405 45.81499867756775, 11.6275004405 45.819998646458544))",17
R164C19,"POLYGON ((11.635000437 45.819998646458544, 11.6275004405 45.819998646458544, 11.6275004405 45.81499867756775, 11.635000437 45.81499867756775, 11.635000437 45.819998646458544))",17
R164C30,"POLYGON ((11.7175003985 45.819998646458544, 11.710000402 45.819998646458544, 11.710000402 45.81499867756775, 11.7175003985 45.81499867756775, 11.7175003985 45.819998646458544))",3
R164C31,"POLYGON ((11.725000395 45.819998646458544, 11.7175003985 45.819998646458544, 11.7175003985 45.81499867756775, 11.725000395 45.81499867756775, 11.725000395 45.819998646458544))",3
R164C42,"POLYGON ((11.8075003565 45.819998646458544, 11.80000036 45.819998646458544, 11.80000036 45.81499867756775, 11.8075003565 45.81499867756775, 11.8075003565 45.819998646458544))",3
R164C44,"POLYGON ((11.8225003495 45.819998646458544, 11.815000353 45.819998646458544, 11.815000353 45.81499867756775, 11.8225003495 45.81499867756775, 11.8225003495 45.819998646458544))",3
