,geometry,cluster
R57C107,"POLYGON ((4.853283770982921 52.28499281975891, 4.846403828550785 52.28499281975891, 4.846403828550785 52.27999294820853, 4.853283770982921 52.27999294820853, 4.853283770982921 52.28499281975891))",1
R57C109,"POLYGON ((4.867043655847194 52.28499281975891, 4.860163713415058 52.28499281975891, 4.860163713415058 52.27999294820853, 4.867043655847194 52.27999294820853, 4.867043655847194 52.28499281975891))",1
R57C150,"POLYGON ((5.149121295564787 52.28499281975891, 5.1422413531326505 52.28499281975891, 5.1422413531326505 52.27999294820853, 5.149121295564787 52.27999294820853, 5.149121295564787 52.28499281975891))",2
R57C152,"POLYGON ((5.16288118042906 52.28499281975891, 5.156001237996923 52.28499281975891, 5.156001237996923 52.27999294820853, 5.16288118042906 52.27999294820853, 5.16288118042906 52.28499281975891))",2
R57C155,"POLYGON ((5.183521007725469 52.28499281975891, 5.176641065293333 52.28499281975891, 5.176641065293333 52.27999294820853, 5.183521007725469 52.27999294820853, 5.183521007725469 52.28499281975891))",2
R57C167,"POLYGON ((5.266080316911106 52.28499281975891, 5.2592003744789695 52.28499281975891, 5.2592003744789695 52.27999294820853, 5.266080316911106 52.27999294820853, 5.266080316911106 52.28499281975891))",2
R57C168,"POLYGON ((5.272960259343242 52.28499281975891, 5.266080316911106 52.28499281975891, 5.266080316911106 52.27999294820853, 5.272960259343242 52.27999294820853, 5.272960259343242 52.28499281975891))",2
R58C67,"POLYGON ((4.578086073697465 52.289992691309294, 4.5712061312653285 52.289992691309294, 4.5712061312653285 52.28499281975891, 4.578086073697465 52.28499281975891, 4.578086073697465 52.289992691309294))",14
R58C68,"POLYGON ((4.584966016129601 52.289992691309294, 4.578086073697465 52.289992691309294, 4.578086073697465 52.28499281975891, 4.584966016129601 52.28499281975891, 4.584966016129601 52.289992691309294))",14
R58C69,"POLYGON ((4.591845958561738 52.289992691309294, 4.584966016129601 52.289992691309294, 4.584966016129601 52.28499281975891, 4.591845958561738 52.28499281975891, 4.591845958561738 52.289992691309294))",14
R58C70,"POLYGON ((4.598725900993874 52.289992691309294, 4.591845958561738 52.289992691309294, 4.591845958561738 52.28499281975891, 4.598725900993874 52.28499281975891, 4.598725900993874 52.289992691309294))",14
R58C86,"POLYGON ((4.708804979908057 52.289992691309294, 4.70192503747592 52.289992691309294, 4.70192503747592 52.28499281975891, 4.708804979908057 52.28499281975891, 4.708804979908057 52.289992691309294))",14
R58C89,"POLYGON ((4.729444807204466 52.289992691309294, 4.7225648647723295 52.289992691309294, 4.7225648647723295 52.28499281975891, 4.729444807204466 52.28499281975891, 4.729444807204466 52.289992691309294))",1
R58C97,"POLYGON ((4.784484346661557 52.289992691309294, 4.777604404229421 52.289992691309294, 4.777604404229421 52.28499281975891, 4.784484346661557 52.28499281975891, 4.784484346661557 52.289992691309294))",1
R58C103,"POLYGON ((4.825764001254376 52.289992691309294, 4.818884058822239 52.289992691309294, 4.818884058822239 52.28499281975891, 4.825764001254376 52.28499281975891, 4.825764001254376 52.289992691309294))",1
R58C104,"POLYGON ((4.832643943686512 52.289992691309294, 4.825764001254376 52.289992691309294, 4.825764001254376 52.28499281975891, 4.832643943686512 52.28499281975891, 4.832643943686512 52.289992691309294))",1
R58C105,"POLYGON ((4.8395238861186485 52.289992691309294, 4.832643943686512 52.289992691309294, 4.832643943686512 52.28499281975891, 4.8395238861186485 52.28499281975891, 4.8395238861186485 52.289992691309294))",1
R58C106,"POLYGON ((4.846403828550785 52.289992691309294, 4.8395238861186485 52.289992691309294, 4.8395238861186485 52.28499281975891, 4.846403828550785 52.28499281975891, 4.846403828550785 52.289992691309294))",1
R58C107,"POLYGON ((4.853283770982921 52.289992691309294, 4.846403828550785 52.289992691309294, 4.846403828550785 52.28499281975891, 4.853283770982921 52.28499281975891, 4.853283770982921 52.289992691309294))",1
R58C108,"POLYGON ((4.860163713415058 52.289992691309294, 4.853283770982921 52.289992691309294, 4.853283770982921 52.28499281975891, 4.860163713415058 52.28499281975891, 4.860163713415058 52.289992691309294))",1
R58C110,"POLYGON ((4.8739235982793305 52.289992691309294, 4.867043655847194 52.289992691309294, 4.867043655847194 52.28499281975891, 4.8739235982793305 52.28499281975891, 4.8739235982793305 52.289992691309294))",1
R58C150,"POLYGON ((5.149121295564787 52.289992691309294, 5.1422413531326505 52.289992691309294, 5.1422413531326505 52.28499281975891, 5.149121295564787 52.28499281975891, 5.149121295564787 52.289992691309294))",2
R58C154,"POLYGON ((5.176641065293333 52.289992691309294, 5.169761122861196 52.289992691309294, 5.169761122861196 52.28499281975891, 5.176641065293333 52.28499281975891, 5.176641065293333 52.289992691309294))",2
R58C161,"POLYGON ((5.224800662318287 52.289992691309294, 5.217920719886151 52.289992691309294, 5.217920719886151 52.28499281975891, 5.224800662318287 52.28499281975891, 5.224800662318287 52.289992691309294))",2
R58C164,"POLYGON ((5.245440489614697 52.289992691309294, 5.23856054718256 52.289992691309294, 5.23856054718256 52.28499281975891, 5.245440489614697 52.28499281975891, 5.245440489614697 52.289992691309294))",2
R58C167,"POLYGON ((5.266080316911106 52.289992691309294, 5.2592003744789695 52.289992691309294, 5.2592003744789695 52.28499281975891, 5.266080316911106 52.28499281975891, 5.266080316911106 52.289992691309294))",2
R58C168,"POLYGON ((5.272960259343242 52.289992691309294, 5.266080316911106 52.289992691309294, 5.266080316911106 52.28499281975891, 5.272960259343242 52.28499281975891, 5.272960259343242 52.289992691309294))",2
R59C67,"POLYGON ((4.578086073697465 52.294992562859676, 4.5712061312653285 52.294992562859676, 4.5712061312653285 52.289992691309294, 4.578086073697465 52.289992691309294, 4.578086073697465 52.294992562859676))",14
R59C68,"POLYGON ((4.584966016129601 52.294992562859676, 4.578086073697465 52.294992562859676, 4.578086073697465 52.289992691309294, 4.584966016129601 52.289992691309294, 4.584966016129601 52.294992562859676))",14
R59C69,"POLYGON ((4.591845958561738 52.294992562859676, 4.584966016129601 52.294992562859676, 4.584966016129601 52.289992691309294, 4.591845958561738 52.289992691309294, 4.591845958561738 52.294992562859676))",14
R59C70,"POLYGON ((4.598725900993874 52.294992562859676, 4.591845958561738 52.294992562859676, 4.591845958561738 52.289992691309294, 4.598725900993874 52.289992691309294, 4.598725900993874 52.294992562859676))",14
R59C79,"POLYGON ((4.660645382883102 52.294992562859676, 4.653765440450965 52.294992562859676, 4.653765440450965 52.289992691309294, 4.660645382883102 52.289992691309294, 4.660645382883102 52.294992562859676))",14
R59C80,"POLYGON ((4.667525325315238 52.294992562859676, 4.660645382883102 52.294992562859676, 4.660645382883102 52.289992691309294, 4.667525325315238 52.289992691309294, 4.667525325315238 52.294992562859676))",14
R59C81,"POLYGON ((4.674405267747375 52.294992562859676, 4.667525325315238 52.294992562859676, 4.667525325315238 52.289992691309294, 4.674405267747375 52.289992691309294, 4.674405267747375 52.294992562859676))",14
R59C84,"POLYGON ((4.695045095043784 52.294992562859676, 4.6881651526116475 52.294992562859676, 4.6881651526116475 52.289992691309294, 4.695045095043784 52.289992691309294, 4.695045095043784 52.294992562859676))",14
R59C85,"POLYGON ((4.70192503747592 52.294992562859676, 4.695045095043784 52.294992562859676, 4.695045095043784 52.289992691309294, 4.70192503747592 52.289992691309294, 4.70192503747592 52.294992562859676))",14
R59C86,"POLYGON ((4.708804979908057 52.294992562859676, 4.70192503747592 52.294992562859676, 4.70192503747592 52.289992691309294, 4.708804979908057 52.289992691309294, 4.708804979908057 52.294992562859676))",14
R59C90,"POLYGON ((4.736324749636602 52.294992562859676, 4.729444807204466 52.294992562859676, 4.729444807204466 52.289992691309294, 4.736324749636602 52.289992691309294, 4.736324749636602 52.294992562859676))",1
R59C104,"POLYGON ((4.832643943686512 52.294992562859676, 4.825764001254376 52.294992562859676, 4.825764001254376 52.289992691309294, 4.832643943686512 52.289992691309294, 4.832643943686512 52.294992562859676))",1
R59C105,"POLYGON ((4.8395238861186485 52.294992562859676, 4.832643943686512 52.294992562859676, 4.832643943686512 52.289992691309294, 4.8395238861186485 52.289992691309294, 4.8395238861186485 52.294992562859676))",1
R59C106,"POLYGON ((4.846403828550785 52.294992562859676, 4.8395238861186485 52.294992562859676, 4.8395238861186485 52.289992691309294, 4.846403828550785 52.289992691309294, 4.846403828550785 52.294992562859676))",1
R59C107,"POLYGON ((4.853283770982921 52.294992562859676, 4.846403828550785 52.294992562859676, 4.846403828550785 52.289992691309294, 4.853283770982921 52.289992691309294, 4.853283770982921 52.294992562859676))",1
R59C108,"POLYGON ((4.860163713415058 52.294992562859676, 4.853283770982921 52.294992562859676, 4.853283770982921 52.289992691309294, 4.860163713415058 52.289992691309294, 4.860163713415058 52.294992562859676))",1
R59C109,"POLYGON ((4.867043655847194 52.294992562859676, 4.860163713415058 52.294992562859676, 4.860163713415058 52.289992691309294, 4.867043655847194 52.289992691309294, 4.867043655847194 52.294992562859676))",1
R59C110,"POLYGON ((4.8739235982793305 52.294992562859676, 4.867043655847194 52.294992562859676, 4.867043655847194 52.289992691309294, 4.8739235982793305 52.289992691309294, 4.8739235982793305 52.294992562859676))",17
R59C111,"POLYGON ((4.880803540711467 52.294992562859676, 4.8739235982793305 52.294992562859676, 4.8739235982793305 52.289992691309294, 4.880803540711467 52.289992691309294, 4.880803540711467 52.294992562859676))",17
R59C121,"POLYGON ((4.949602965032831 52.294992562859676, 4.942723022600695 52.294992562859676, 4.942723022600695 52.289992691309294, 4.949602965032831 52.289992691309294, 4.949602965032831 52.294992562859676))",6
R59C122,"POLYGON ((4.9564829074649674 52.294992562859676, 4.949602965032831 52.294992562859676, 4.949602965032831 52.289992691309294, 4.9564829074649674 52.289992691309294, 4.9564829074649674 52.294992562859676))",6
R59C123,"POLYGON ((4.963362849897104 52.294992562859676, 4.9564829074649674 52.294992562859676, 4.9564829074649674 52.289992691309294, 4.963362849897104 52.289992691309294, 4.963362849897104 52.294992562859676))",6
R59C125,"POLYGON ((4.977122734761377 52.294992562859676, 4.97024279232924 52.294992562859676, 4.97024279232924 52.289992691309294, 4.977122734761377 52.289992691309294, 4.977122734761377 52.294992562859676))",6
R59C126,"POLYGON ((4.984002677193513 52.294992562859676, 4.977122734761377 52.294992562859676, 4.977122734761377 52.289992691309294, 4.984002677193513 52.289992691309294, 4.984002677193513 52.294992562859676))",6
R59C127,"POLYGON ((4.9908826196256495 52.294992562859676, 4.984002677193513 52.294992562859676, 4.984002677193513 52.289992691309294, 4.9908826196256495 52.289992691309294, 4.9908826196256495 52.294992562859676))",6
R59C151,"POLYGON ((5.156001237996923 52.294992562859676, 5.149121295564787 52.294992562859676, 5.149121295564787 52.289992691309294, 5.156001237996923 52.289992691309294, 5.156001237996923 52.294992562859676))",2
R59C154,"POLYGON ((5.176641065293333 52.294992562859676, 5.169761122861196 52.294992562859676, 5.169761122861196 52.289992691309294, 5.176641065293333 52.289992691309294, 5.176641065293333 52.294992562859676))",2
R59C155,"POLYGON ((5.183521007725469 52.294992562859676, 5.176641065293333 52.294992562859676, 5.176641065293333 52.289992691309294, 5.183521007725469 52.289992691309294, 5.183521007725469 52.294992562859676))",2
R59C162,"POLYGON ((5.231680604750424 52.294992562859676, 5.224800662318287 52.294992562859676, 5.224800662318287 52.289992691309294, 5.231680604750424 52.289992691309294, 5.231680604750424 52.294992562859676))",2
R59C164,"POLYGON ((5.245440489614697 52.294992562859676, 5.23856054718256 52.294992562859676, 5.23856054718256 52.289992691309294, 5.245440489614697 52.289992691309294, 5.245440489614697 52.294992562859676))",2
R59C165,"POLYGON ((5.252320432046833 52.294992562859676, 5.245440489614697 52.294992562859676, 5.245440489614697 52.289992691309294, 5.252320432046833 52.289992691309294, 5.252320432046833 52.294992562859676))",2
R59C166,"POLYGON ((5.2592003744789695 52.294992562859676, 5.252320432046833 52.294992562859676, 5.252320432046833 52.289992691309294, 5.2592003744789695 52.289992691309294, 5.2592003744789695 52.294992562859676))",2
R59C167,"POLYGON ((5.266080316911106 52.294992562859676, 5.2592003744789695 52.294992562859676, 5.2592003744789695 52.289992691309294, 5.266080316911106 52.289992691309294, 5.266080316911106 52.294992562859676))",2
R60C67,"POLYGON ((4.578086073697465 52.29999243441006, 4.5712061312653285 52.29999243441006, 4.5712061312653285 52.294992562859676, 4.578086073697465 52.294992562859676, 4.578086073697465 52.29999243441006))",14
R60C68,"POLYGON ((4.584966016129601 52.29999243441006, 4.578086073697465 52.29999243441006, 4.578086073697465 52.294992562859676, 4.584966016129601 52.294992562859676, 4.584966016129601 52.29999243441006))",14
R60C69,"POLYGON ((4.591845958561738 52.29999243441006, 4.584966016129601 52.29999243441006, 4.584966016129601 52.294992562859676, 4.591845958561738 52.294992562859676, 4.591845958561738 52.29999243441006))",14
R60C70,"POLYGON ((4.598725900993874 52.29999243441006, 4.591845958561738 52.29999243441006, 4.591845958561738 52.294992562859676, 4.598725900993874 52.294992562859676, 4.598725900993874 52.29999243441006))",14
R60C76,"POLYGON ((4.640005555586693 52.29999243441006, 4.633125613154556 52.29999243441006, 4.633125613154556 52.294992562859676, 4.640005555586693 52.294992562859676, 4.640005555586693 52.29999243441006))",14
R60C79,"POLYGON ((4.660645382883102 52.29999243441006, 4.653765440450965 52.29999243441006, 4.653765440450965 52.294992562859676, 4.660645382883102 52.294992562859676, 4.660645382883102 52.29999243441006))",14
R60C80,"POLYGON ((4.667525325315238 52.29999243441006, 4.660645382883102 52.29999243441006, 4.660645382883102 52.294992562859676, 4.667525325315238 52.294992562859676, 4.667525325315238 52.29999243441006))",14
R60C81,"POLYGON ((4.674405267747375 52.29999243441006, 4.667525325315238 52.29999243441006, 4.667525325315238 52.294992562859676, 4.674405267747375 52.294992562859676, 4.674405267747375 52.29999243441006))",14
R60C82,"POLYGON ((4.681285210179511 52.29999243441006, 4.674405267747375 52.29999243441006, 4.674405267747375 52.294992562859676, 4.681285210179511 52.294992562859676, 4.681285210179511 52.29999243441006))",14
R60C83,"POLYGON ((4.6881651526116475 52.29999243441006, 4.681285210179511 52.29999243441006, 4.681285210179511 52.294992562859676, 4.6881651526116475 52.294992562859676, 4.6881651526116475 52.29999243441006))",14
R60C84,"POLYGON ((4.695045095043784 52.29999243441006, 4.6881651526116475 52.29999243441006, 4.6881651526116475 52.294992562859676, 4.695045095043784 52.294992562859676, 4.695045095043784 52.29999243441006))",14
R60C85,"POLYGON ((4.70192503747592 52.29999243441006, 4.695045095043784 52.29999243441006, 4.695045095043784 52.294992562859676, 4.70192503747592 52.294992562859676, 4.70192503747592 52.29999243441006))",14
R60C86,"POLYGON ((4.708804979908057 52.29999243441006, 4.70192503747592 52.29999243441006, 4.70192503747592 52.294992562859676, 4.708804979908057 52.294992562859676, 4.708804979908057 52.29999243441006))",14
R60C107,"POLYGON ((4.853283770982921 52.29999243441006, 4.846403828550785 52.29999243441006, 4.846403828550785 52.294992562859676, 4.853283770982921 52.294992562859676, 4.853283770982921 52.29999243441006))",1
R60C108,"POLYGON ((4.860163713415058 52.29999243441006, 4.853283770982921 52.29999243441006, 4.853283770982921 52.294992562859676, 4.860163713415058 52.294992562859676, 4.860163713415058 52.29999243441006))",1
R60C109,"POLYGON ((4.867043655847194 52.29999243441006, 4.860163713415058 52.29999243441006, 4.860163713415058 52.294992562859676, 4.867043655847194 52.294992562859676, 4.867043655847194 52.29999243441006))",17
R60C110,"POLYGON ((4.8739235982793305 52.29999243441006, 4.867043655847194 52.29999243441006, 4.867043655847194 52.294992562859676, 4.8739235982793305 52.294992562859676, 4.8739235982793305 52.29999243441006))",17
R60C114,"POLYGON ((4.901443368007876 52.29999243441006, 4.89456342557574 52.29999243441006, 4.89456342557574 52.294992562859676, 4.901443368007876 52.294992562859676, 4.901443368007876 52.29999243441006))",6
R60C115,"POLYGON ((4.908323310440013 52.29999243441006, 4.901443368007876 52.29999243441006, 4.901443368007876 52.294992562859676, 4.908323310440013 52.294992562859676, 4.908323310440013 52.29999243441006))",6
R60C116,"POLYGON ((4.915203252872149 52.29999243441006, 4.908323310440013 52.29999243441006, 4.908323310440013 52.294992562859676, 4.915203252872149 52.294992562859676, 4.915203252872149 52.29999243441006))",6
R60C117,"POLYGON ((4.922083195304285 52.29999243441006, 4.915203252872149 52.29999243441006, 4.915203252872149 52.294992562859676, 4.922083195304285 52.294992562859676, 4.922083195304285 52.29999243441006))",6
R60C121,"POLYGON ((4.949602965032831 52.29999243441006, 4.942723022600695 52.29999243441006, 4.942723022600695 52.294992562859676, 4.949602965032831 52.294992562859676, 4.949602965032831 52.29999243441006))",6
R60C123,"POLYGON ((4.963362849897104 52.29999243441006, 4.9564829074649674 52.29999243441006, 4.9564829074649674 52.294992562859676, 4.963362849897104 52.294992562859676, 4.963362849897104 52.29999243441006))",6
R60C125,"POLYGON ((4.977122734761377 52.29999243441006, 4.97024279232924 52.29999243441006, 4.97024279232924 52.294992562859676, 4.977122734761377 52.294992562859676, 4.977122734761377 52.29999243441006))",6
R60C126,"POLYGON ((4.984002677193513 52.29999243441006, 4.977122734761377 52.29999243441006, 4.977122734761377 52.294992562859676, 4.984002677193513 52.294992562859676, 4.984002677193513 52.29999243441006))",6
R60C127,"POLYGON ((4.9908826196256495 52.29999243441006, 4.984002677193513 52.29999243441006, 4.984002677193513 52.294992562859676, 4.9908826196256495 52.294992562859676, 4.9908826196256495 52.29999243441006))",6
R60C135,"POLYGON ((5.045922159082741 52.29999243441006, 5.039042216650604 52.29999243441006, 5.039042216650604 52.294992562859676, 5.045922159082741 52.294992562859676, 5.045922159082741 52.29999243441006))",6
R60C150,"POLYGON ((5.149121295564787 52.29999243441006, 5.1422413531326505 52.29999243441006, 5.1422413531326505 52.294992562859676, 5.149121295564787 52.294992562859676, 5.149121295564787 52.29999243441006))",2
R60C151,"POLYGON ((5.156001237996923 52.29999243441006, 5.149121295564787 52.29999243441006, 5.149121295564787 52.294992562859676, 5.156001237996923 52.294992562859676, 5.156001237996923 52.29999243441006))",2
R60C152,"POLYGON ((5.16288118042906 52.29999243441006, 5.156001237996923 52.29999243441006, 5.156001237996923 52.294992562859676, 5.16288118042906 52.294992562859676, 5.16288118042906 52.29999243441006))",2
R60C153,"POLYGON ((5.169761122861196 52.29999243441006, 5.16288118042906 52.29999243441006, 5.16288118042906 52.294992562859676, 5.169761122861196 52.294992562859676, 5.169761122861196 52.29999243441006))",2
R60C162,"POLYGON ((5.231680604750424 52.29999243441006, 5.224800662318287 52.29999243441006, 5.224800662318287 52.294992562859676, 5.231680604750424 52.294992562859676, 5.231680604750424 52.29999243441006))",2
R60C163,"POLYGON ((5.23856054718256 52.29999243441006, 5.231680604750424 52.29999243441006, 5.231680604750424 52.294992562859676, 5.23856054718256 52.294992562859676, 5.23856054718256 52.29999243441006))",2
R60C164,"POLYGON ((5.245440489614697 52.29999243441006, 5.23856054718256 52.29999243441006, 5.23856054718256 52.294992562859676, 5.245440489614697 52.294992562859676, 5.245440489614697 52.29999243441006))",2
R60C167,"POLYGON ((5.266080316911106 52.29999243441006, 5.2592003744789695 52.29999243441006, 5.2592003744789695 52.294992562859676, 5.266080316911106 52.294992562859676, 5.266080316911106 52.29999243441006))",2
R60C168,"POLYGON ((5.272960259343242 52.29999243441006, 5.266080316911106 52.29999243441006, 5.266080316911106 52.294992562859676, 5.272960259343242 52.294992562859676, 5.272960259343242 52.29999243441006))",2
R60C169,"POLYGON ((5.279840201775379 52.29999243441006, 5.272960259343242 52.29999243441006, 5.272960259343242 52.294992562859676, 5.279840201775379 52.294992562859676, 5.279840201775379 52.29999243441006))",2
R61C62,"POLYGON ((4.543686361536783 52.30499230596044, 4.536806419104646 52.30499230596044, 4.536806419104646 52.29999243441006, 4.543686361536783 52.29999243441006, 4.543686361536783 52.30499230596044))",14
R61C63,"POLYGON ((4.550566303968919 52.30499230596044, 4.543686361536783 52.30499230596044, 4.543686361536783 52.29999243441006, 4.550566303968919 52.29999243441006, 4.550566303968919 52.30499230596044))",14
R61C68,"POLYGON ((4.584966016129601 52.30499230596044, 4.578086073697465 52.30499230596044, 4.578086073697465 52.29999243441006, 4.584966016129601 52.29999243441006, 4.584966016129601 52.30499230596044))",14
R61C75,"POLYGON ((4.633125613154556 52.30499230596044, 4.62624567072242 52.30499230596044, 4.62624567072242 52.29999243441006, 4.633125613154556 52.29999243441006, 4.633125613154556 52.30499230596044))",14
R61C76,"POLYGON ((4.640005555586693 52.30499230596044, 4.633125613154556 52.30499230596044, 4.633125613154556 52.29999243441006, 4.640005555586693 52.29999243441006, 4.640005555586693 52.30499230596044))",14
R61C77,"POLYGON ((4.646885498018829 52.30499230596044, 4.640005555586693 52.30499230596044, 4.640005555586693 52.29999243441006, 4.646885498018829 52.29999243441006, 4.646885498018829 52.30499230596044))",14
R61C78,"POLYGON ((4.653765440450965 52.30499230596044, 4.646885498018829 52.30499230596044, 4.646885498018829 52.29999243441006, 4.653765440450965 52.29999243441006, 4.653765440450965 52.30499230596044))",14
R61C79,"POLYGON ((4.660645382883102 52.30499230596044, 4.653765440450965 52.30499230596044, 4.653765440450965 52.29999243441006, 4.660645382883102 52.29999243441006, 4.660645382883102 52.30499230596044))",14
R61C80,"POLYGON ((4.667525325315238 52.30499230596044, 4.660645382883102 52.30499230596044, 4.660645382883102 52.29999243441006, 4.667525325315238 52.29999243441006, 4.667525325315238 52.30499230596044))",14
R61C81,"POLYGON ((4.674405267747375 52.30499230596044, 4.667525325315238 52.30499230596044, 4.667525325315238 52.29999243441006, 4.674405267747375 52.29999243441006, 4.674405267747375 52.30499230596044))",14
R61C82,"POLYGON ((4.681285210179511 52.30499230596044, 4.674405267747375 52.30499230596044, 4.674405267747375 52.29999243441006, 4.681285210179511 52.29999243441006, 4.681285210179511 52.30499230596044))",14
R61C83,"POLYGON ((4.6881651526116475 52.30499230596044, 4.681285210179511 52.30499230596044, 4.681285210179511 52.29999243441006, 4.6881651526116475 52.29999243441006, 4.6881651526116475 52.30499230596044))",14
R61C84,"POLYGON ((4.695045095043784 52.30499230596044, 4.6881651526116475 52.30499230596044, 4.6881651526116475 52.29999243441006, 4.695045095043784 52.29999243441006, 4.695045095043784 52.30499230596044))",14
R61C85,"POLYGON ((4.70192503747592 52.30499230596044, 4.695045095043784 52.30499230596044, 4.695045095043784 52.29999243441006, 4.70192503747592 52.29999243441006, 4.70192503747592 52.30499230596044))",14
R61C86,"POLYGON ((4.708804979908057 52.30499230596044, 4.70192503747592 52.30499230596044, 4.70192503747592 52.29999243441006, 4.708804979908057 52.29999243441006, 4.708804979908057 52.30499230596044))",14
R61C92,"POLYGON ((4.750084634500875 52.30499230596044, 4.743204692068739 52.30499230596044, 4.743204692068739 52.29999243441006, 4.750084634500875 52.29999243441006, 4.750084634500875 52.30499230596044))",1
R61C93,"POLYGON ((4.756964576933012 52.30499230596044, 4.750084634500875 52.30499230596044, 4.750084634500875 52.29999243441006, 4.756964576933012 52.29999243441006, 4.756964576933012 52.30499230596044))",1
R61C106,"POLYGON ((4.846403828550785 52.30499230596044, 4.8395238861186485 52.30499230596044, 4.8395238861186485 52.29999243441006, 4.846403828550785 52.29999243441006, 4.846403828550785 52.30499230596044))",1
R61C107,"POLYGON ((4.853283770982921 52.30499230596044, 4.846403828550785 52.30499230596044, 4.846403828550785 52.29999243441006, 4.853283770982921 52.29999243441006, 4.853283770982921 52.30499230596044))",17
R61C108,"POLYGON ((4.860163713415058 52.30499230596044, 4.853283770982921 52.30499230596044, 4.853283770982921 52.29999243441006, 4.860163713415058 52.29999243441006, 4.860163713415058 52.30499230596044))",17
R61C109,"POLYGON ((4.867043655847194 52.30499230596044, 4.860163713415058 52.30499230596044, 4.860163713415058 52.29999243441006, 4.867043655847194 52.29999243441006, 4.867043655847194 52.30499230596044))",17
R61C110,"POLYGON ((4.8739235982793305 52.30499230596044, 4.867043655847194 52.30499230596044, 4.867043655847194 52.29999243441006, 4.8739235982793305 52.29999243441006, 4.8739235982793305 52.30499230596044))",17
R61C111,"POLYGON ((4.880803540711467 52.30499230596044, 4.8739235982793305 52.30499230596044, 4.8739235982793305 52.29999243441006, 4.880803540711467 52.29999243441006, 4.880803540711467 52.30499230596044))",17
R61C117,"POLYGON ((4.922083195304285 52.30499230596044, 4.915203252872149 52.30499230596044, 4.915203252872149 52.29999243441006, 4.922083195304285 52.29999243441006, 4.922083195304285 52.30499230596044))",6
R61C121,"POLYGON ((4.949602965032831 52.30499230596044, 4.942723022600695 52.30499230596044, 4.942723022600695 52.29999243441006, 4.949602965032831 52.29999243441006, 4.949602965032831 52.30499230596044))",6
R61C124,"POLYGON ((4.97024279232924 52.30499230596044, 4.963362849897104 52.30499230596044, 4.963362849897104 52.29999243441006, 4.97024279232924 52.29999243441006, 4.97024279232924 52.30499230596044))",6
R61C125,"POLYGON ((4.977122734761377 52.30499230596044, 4.97024279232924 52.30499230596044, 4.97024279232924 52.29999243441006, 4.977122734761377 52.29999243441006, 4.977122734761377 52.30499230596044))",6
R61C131,"POLYGON ((5.018402389354195 52.30499230596044, 5.011522446922059 52.30499230596044, 5.011522446922059 52.29999243441006, 5.018402389354195 52.29999243441006, 5.018402389354195 52.30499230596044))",6
R61C134,"POLYGON ((5.039042216650604 52.30499230596044, 5.032162274218468 52.30499230596044, 5.032162274218468 52.29999243441006, 5.039042216650604 52.29999243441006, 5.039042216650604 52.30499230596044))",6
R61C135,"POLYGON ((5.045922159082741 52.30499230596044, 5.039042216650604 52.30499230596044, 5.039042216650604 52.29999243441006, 5.045922159082741 52.29999243441006, 5.045922159082741 52.30499230596044))",6
R61C136,"POLYGON ((5.052802101514877 52.30499230596044, 5.045922159082741 52.30499230596044, 5.045922159082741 52.29999243441006, 5.052802101514877 52.29999243441006, 5.052802101514877 52.30499230596044))",6
R61C150,"POLYGON ((5.149121295564787 52.30499230596044, 5.1422413531326505 52.30499230596044, 5.1422413531326505 52.29999243441006, 5.149121295564787 52.29999243441006, 5.149121295564787 52.30499230596044))",2
R61C162,"POLYGON ((5.231680604750424 52.30499230596044, 5.224800662318287 52.30499230596044, 5.224800662318287 52.29999243441006, 5.231680604750424 52.29999243441006, 5.231680604750424 52.30499230596044))",2
R61C163,"POLYGON ((5.23856054718256 52.30499230596044, 5.231680604750424 52.30499230596044, 5.231680604750424 52.29999243441006, 5.23856054718256 52.29999243441006, 5.23856054718256 52.30499230596044))",2
R61C164,"POLYGON ((5.245440489614697 52.30499230596044, 5.23856054718256 52.30499230596044, 5.23856054718256 52.29999243441006, 5.245440489614697 52.29999243441006, 5.245440489614697 52.30499230596044))",2
R61C165,"POLYGON ((5.252320432046833 52.30499230596044, 5.245440489614697 52.30499230596044, 5.245440489614697 52.29999243441006, 5.252320432046833 52.29999243441006, 5.252320432046833 52.30499230596044))",2
R61C166,"POLYGON ((5.2592003744789695 52.30499230596044, 5.252320432046833 52.30499230596044, 5.252320432046833 52.29999243441006, 5.2592003744789695 52.29999243441006, 5.2592003744789695 52.30499230596044))",2
R61C167,"POLYGON ((5.266080316911106 52.30499230596044, 5.2592003744789695 52.30499230596044, 5.2592003744789695 52.29999243441006, 5.266080316911106 52.29999243441006, 5.266080316911106 52.30499230596044))",2
R61C168,"POLYGON ((5.272960259343242 52.30499230596044, 5.266080316911106 52.30499230596044, 5.266080316911106 52.29999243441006, 5.272960259343242 52.29999243441006, 5.272960259343242 52.30499230596044))",2
R62C75,"POLYGON ((4.633125613154556 52.30999217751082, 4.62624567072242 52.30999217751082, 4.62624567072242 52.30499230596044, 4.633125613154556 52.30499230596044, 4.633125613154556 52.30999217751082))",14
R62C76,"POLYGON ((4.640005555586693 52.30999217751082, 4.633125613154556 52.30999217751082, 4.633125613154556 52.30499230596044, 4.640005555586693 52.30499230596044, 4.640005555586693 52.30999217751082))",14
R62C77,"POLYGON ((4.646885498018829 52.30999217751082, 4.640005555586693 52.30999217751082, 4.640005555586693 52.30499230596044, 4.646885498018829 52.30499230596044, 4.646885498018829 52.30999217751082))",14
