,row,column,lat_min,lat_max,lon_min,lon_max,nature,entartainment,transports,art,sport,tourism,security,accessibility
R139C124,139.0,124.0,45.68999945529792,45.694999424188715,12.415000073,12.4225000695,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R139C125,139.0,125.0,45.68999945529792,45.694999424188715,12.4225000695,12.430000066,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R139C126,139.0,126.0,45.68999945529792,45.694999424188715,12.430000066,12.4375000625,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R139C127,139.0,127.0,45.68999945529792,45.694999424188715,12.4375000625,12.445000059,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R139C128,139.0,128.0,45.68999945529792,45.694999424188715,12.445000059,12.4525000555,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R139C129,139.0,129.0,45.68999945529792,45.694999424188715,12.4525000555,12.460000052,12.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R139C130,139.0,130.0,45.68999945529792,45.694999424188715,12.460000052,12.4675000485,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R139C131,139.0,131.0,45.68999945529792,45.694999424188715,12.4675000485,12.475000045,19.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R139C132,139.0,132.0,45.68999945529792,45.694999424188715,12.475000045,12.4825000415,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R139C133,139.0,133.0,45.68999945529792,45.694999424188715,12.4825000415,12.490000038,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R139C134,139.0,134.0,45.68999945529792,45.694999424188715,12.490000038,12.4975000345,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R139C135,139.0,135.0,45.68999945529792,45.694999424188715,12.4975000345,12.505000031,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0
R139C136,139.0,136.0,45.68999945529792,45.694999424188715,12.505000031,12.5125000275,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R139C138,139.0,138.0,45.68999945529792,45.694999424188715,12.520000024,12.5275000205,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R139C139,139.0,139.0,45.68999945529792,45.694999424188715,12.5275000205,12.535000017,6.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0
R139C140,139.0,140.0,45.68999945529792,45.694999424188715,12.535000017,12.5425000135,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R139C142,139.0,142.0,45.68999945529792,45.694999424188715,12.55000001,12.5575000065,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R139C143,139.0,143.0,45.68999945529792,45.694999424188715,12.5575000065,12.565000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R139C144,139.0,144.0,45.68999945529792,45.694999424188715,12.565000003,12.5724999995,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R139C145,139.0,145.0,45.68999945529792,45.694999424188715,12.5724999995,12.579999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R139C146,139.0,146.0,45.68999945529792,45.694999424188715,12.579999996,12.5874999925,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R139C147,139.0,147.0,45.68999945529792,45.694999424188715,12.5874999925,12.594999989,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R139C148,139.0,148.0,45.68999945529792,45.694999424188715,12.594999989,12.6024999855,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R139C149,139.0,149.0,45.68999945529792,45.694999424188715,12.6024999855,12.609999982,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R139C150,139.0,150.0,45.68999945529792,45.694999424188715,12.609999982,12.6174999785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R139C151,139.0,151.0,45.68999945529792,45.694999424188715,12.6174999785,12.624999975,1.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0
R139C153,139.0,153.0,45.68999945529792,45.694999424188715,12.6324999715,12.639999968,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R139C154,139.0,154.0,45.68999945529792,45.694999424188715,12.639999968,12.6474999645,2.0,1.0,49.0,0.0,0.0,1.0,0.0,0.0
R139C155,139.0,155.0,45.68999945529792,45.694999424188715,12.6474999645,12.654999961,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
R139C156,139.0,156.0,45.68999945529792,45.694999424188715,12.654999961,12.6624999575,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0
R139C157,139.0,157.0,45.68999945529792,45.694999424188715,12.6624999575,12.669999954,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0
R139C158,139.0,158.0,45.68999945529792,45.694999424188715,12.669999954,12.6774999505,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0
R139C159,139.0,159.0,45.68999945529792,45.694999424188715,12.6774999505,12.684999947,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R139C160,139.0,160.0,45.68999945529792,45.694999424188715,12.684999947,12.6924999435,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R139C161,139.0,161.0,45.68999945529792,45.694999424188715,12.6924999435,12.69999994,5.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0
R139C162,139.0,162.0,45.68999945529792,45.694999424188715,12.69999994,12.7074999365,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
R139C163,139.0,163.0,45.68999945529792,45.694999424188715,12.7074999365,12.714999933,0.0,1.0,46.0,1.0,0.0,0.0,1.0,5.0
R139C164,139.0,164.0,45.68999945529792,45.694999424188715,12.714999933,12.7224999295,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R139C171,139.0,171.0,45.68999945529792,45.694999424188715,12.7674999085,12.774999905,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R139C172,139.0,172.0,45.68999945529792,45.694999424188715,12.774999905,12.7824999015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R139C173,139.0,173.0,45.68999945529792,45.694999424188715,12.7824999015,12.789999898,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R139C176,139.0,176.0,45.68999945529792,45.694999424188715,12.804999891,12.8124998875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R139C177,139.0,177.0,45.68999945529792,45.694999424188715,12.8124998875,12.819999884,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R139C178,139.0,178.0,45.68999945529792,45.694999424188715,12.819999884,12.8274998805,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R139C179,139.0,179.0,45.68999945529792,45.694999424188715,12.8274998805,12.834999877,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R139C180,139.0,180.0,45.68999945529792,45.694999424188715,12.834999877,12.8424998735,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R139C181,139.0,181.0,45.68999945529792,45.694999424188715,12.8424998735,12.84999987,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
R139C182,139.0,182.0,45.68999945529792,45.694999424188715,12.84999987,12.8574998665,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R139C183,139.0,183.0,45.68999945529792,45.694999424188715,12.8574998665,12.864999863,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R139C184,139.0,184.0,45.68999945529792,45.694999424188715,12.864999863,12.8724998595,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
R139C187,139.0,187.0,45.68999945529792,45.694999424188715,12.8874998525,12.894999849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R139C188,139.0,188.0,45.68999945529792,45.694999424188715,12.894999849,12.9024998455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R139C189,139.0,189.0,45.68999945529792,45.694999424188715,12.9024998455,12.909999842,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R139C190,139.0,190.0,45.68999945529792,45.694999424188715,12.909999842,12.9174998385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R139C191,139.0,191.0,45.68999945529792,45.694999424188715,12.9174998385,12.924999835,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R139C192,139.0,192.0,45.68999945529792,45.694999424188715,12.924999835,12.9324998315,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R139C193,139.0,193.0,45.68999945529792,45.694999424188715,12.9324998315,12.939999828,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R139C195,139.0,195.0,45.68999945529792,45.694999424188715,12.9474998245,12.954999821,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R139C197,139.0,197.0,45.68999945529792,45.694999424188715,12.9624998175,12.969999814,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R139C198,139.0,198.0,45.68999945529792,45.694999424188715,12.969999814,12.9774998105,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R139C199,139.0,199.0,45.68999945529792,45.694999424188715,12.9774998105,12.984999807,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R139C200,139.0,200.0,45.68999945529792,45.694999424188715,12.984999807,12.9924998035,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R140C2,140.0,2.0,45.694999424188715,45.69999939307951,11.5000005,11.5075004965,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R140C3,140.0,3.0,45.694999424188715,45.69999939307951,11.5075004965,11.515000493,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R140C4,140.0,4.0,45.694999424188715,45.69999939307951,11.515000493,11.5225004895,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R140C5,140.0,5.0,45.694999424188715,45.69999939307951,11.5225004895,11.530000486,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0
R140C6,140.0,6.0,45.694999424188715,45.69999939307951,11.530000486,11.5375004825,1.0,5.0,40.0,1.0,4.0,0.0,1.0,1.0
R140C7,140.0,7.0,45.694999424188715,45.69999939307951,11.5375004825,11.545000479,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R140C8,140.0,8.0,45.694999424188715,45.69999939307951,11.545000479,11.5525004755,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
R140C9,140.0,9.0,45.694999424188715,45.69999939307951,11.5525004755,11.560000472,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
R140C10,140.0,10.0,45.694999424188715,45.69999939307951,11.560000472,11.5675004685,0.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0
R140C11,140.0,11.0,45.694999424188715,45.69999939307951,11.5675004685,11.575000465,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
R140C12,140.0,12.0,45.694999424188715,45.69999939307951,11.575000465,11.5825004615,1.0,0.0,19.0,0.0,1.0,1.0,0.0,0.0
R140C13,140.0,13.0,45.694999424188715,45.69999939307951,11.5825004615,11.590000458,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R140C14,140.0,14.0,45.694999424188715,45.69999939307951,11.590000458,11.5975004545,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R140C15,140.0,15.0,45.694999424188715,45.69999939307951,11.5975004545,11.605000451,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R140C16,140.0,16.0,45.694999424188715,45.69999939307951,11.605000451,11.6125004475,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R140C17,140.0,17.0,45.694999424188715,45.69999939307951,11.6125004475,11.620000444,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
R140C18,140.0,18.0,45.694999424188715,45.69999939307951,11.620000444,11.6275004405,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
R140C19,140.0,19.0,45.694999424188715,45.69999939307951,11.6275004405,11.635000437,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
R140C20,140.0,20.0,45.694999424188715,45.69999939307951,11.635000437,11.6425004335,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R140C21,140.0,21.0,45.694999424188715,45.69999939307951,11.6425004335,11.65000043,1.0,3.0,40.0,3.0,0.0,0.0,1.0,0.0
R140C22,140.0,22.0,45.694999424188715,45.69999939307951,11.65000043,11.6575004265,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R140C23,140.0,23.0,45.694999424188715,45.69999939307951,11.6575004265,11.665000423,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R140C24,140.0,24.0,45.694999424188715,45.69999939307951,11.665000423,11.6725004195,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
R140C25,140.0,25.0,45.694999424188715,45.69999939307951,11.6725004195,11.680000416,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R140C26,140.0,26.0,45.694999424188715,45.69999939307951,11.680000416,11.6875004125,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R140C27,140.0,27.0,45.694999424188715,45.69999939307951,11.6875004125,11.695000409,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
R140C28,140.0,28.0,45.694999424188715,45.69999939307951,11.695000409,11.7025004055,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
R140C29,140.0,29.0,45.694999424188715,45.69999939307951,11.7025004055,11.710000402,5.0,0.0,16.0,3.0,3.0,0.0,0.0,0.0
R140C30,140.0,30.0,45.694999424188715,45.69999939307951,11.710000402,11.7175003985,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
R140C31,140.0,31.0,45.694999424188715,45.69999939307951,11.7175003985,11.725000395,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R140C32,140.0,32.0,45.694999424188715,45.69999939307951,11.725000395,11.7325003915,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0
R140C33,140.0,33.0,45.694999424188715,45.69999939307951,11.7325003915,11.740000388,5.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
R140C34,140.0,34.0,45.694999424188715,45.69999939307951,11.740000388,11.7475003845,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
R140C35,140.0,35.0,45.694999424188715,45.69999939307951,11.7475003845,11.755000381,9.0,0.0,13.0,1.0,2.0,0.0,0.0,0.0
R140C36,140.0,36.0,45.694999424188715,45.69999939307951,11.755000381,11.7625003775,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R140C37,140.0,37.0,45.694999424188715,45.69999939307951,11.7625003775,11.770000374,5.0,2.0,76.0,0.0,0.0,1.0,0.0,0.0
R140C38,140.0,38.0,45.694999424188715,45.69999939307951,11.770000374,11.7775003705,11.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0
R140C39,140.0,39.0,45.694999424188715,45.69999939307951,11.7775003705,11.785000367,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
R140C40,140.0,40.0,45.694999424188715,45.69999939307951,11.785000367,11.7925003635,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R140C41,140.0,41.0,45.694999424188715,45.69999939307951,11.7925003635,11.80000036,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R140C42,140.0,42.0,45.694999424188715,45.69999939307951,11.80000036,11.8075003565,5.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
R140C43,140.0,43.0,45.694999424188715,45.69999939307951,11.8075003565,11.815000353,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R140C44,140.0,44.0,45.694999424188715,45.69999939307951,11.815000353,11.8225003495,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R140C45,140.0,45.0,45.694999424188715,45.69999939307951,11.8225003495,11.830000346,4.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0
R140C46,140.0,46.0,45.694999424188715,45.69999939307951,11.830000346,11.8375003425,10.0,3.0,19.0,1.0,3.0,2.0,1.0,0.0
R140C47,140.0,47.0,45.694999424188715,45.69999939307951,11.8375003425,11.845000339,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R140C48,140.0,48.0,45.694999424188715,45.69999939307951,11.845000339,11.8525003355,5.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
R140C49,140.0,49.0,45.694999424188715,45.69999939307951,11.8525003355,11.860000332,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R140C50,140.0,50.0,45.694999424188715,45.69999939307951,11.860000332,11.8675003285,7.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
R140C51,140.0,51.0,45.694999424188715,45.69999939307951,11.8675003285,11.875000325,17.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0
R140C52,140.0,52.0,45.694999424188715,45.69999939307951,11.875000325,11.8825003215,8.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0
R140C53,140.0,53.0,45.694999424188715,45.69999939307951,11.8825003215,11.890000318,9.0,2.0,69.0,0.0,0.0,1.0,0.0,0.0
R140C54,140.0,54.0,45.694999424188715,45.69999939307951,11.890000318,11.8975003145,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R140C55,140.0,55.0,45.694999424188715,45.69999939307951,11.8975003145,11.905000311,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R140C56,140.0,56.0,45.694999424188715,45.69999939307951,11.905000311,11.9125003075,8.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
R140C57,140.0,57.0,45.694999424188715,45.69999939307951,11.9125003075,11.920000304,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R140C58,140.0,58.0,45.694999424188715,45.69999939307951,11.920000304,11.9275003005,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R140C59,140.0,59.0,45.694999424188715,45.69999939307951,11.9275003005,11.935000297,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R140C60,140.0,60.0,45.694999424188715,45.69999939307951,11.935000297,11.9425002935,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
R140C61,140.0,61.0,45.694999424188715,45.69999939307951,11.9425002935,11.95000029,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
R140C63,140.0,63.0,45.694999424188715,45.69999939307951,11.9575002865,11.965000283,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R140C64,140.0,64.0,45.694999424188715,45.69999939307951,11.965000283,11.9725002795,3.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0
R140C65,140.0,65.0,45.694999424188715,45.69999939307951,11.9725002795,11.980000276,2.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0
R140C66,140.0,66.0,45.694999424188715,45.69999939307951,11.980000276,11.9875002725,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R140C67,140.0,67.0,45.694999424188715,45.69999939307951,11.9875002725,11.995000269,12.0,0.0,15.0,0.0,2.0,1.0,0.0,0.0
R140C68,140.0,68.0,45.694999424188715,45.69999939307951,11.995000269,12.0025002655,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R140C69,140.0,69.0,45.694999424188715,45.69999939307951,12.0025002655,12.010000262,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R140C70,140.0,70.0,45.694999424188715,45.69999939307951,12.010000262,12.0175002585,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R140C71,140.0,71.0,45.694999424188715,45.69999939307951,12.0175002585,12.025000255,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
R140C72,140.0,72.0,45.694999424188715,45.69999939307951,12.025000255,12.0325002515,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R140C73,140.0,73.0,45.694999424188715,45.69999939307951,12.0325002515,12.040000248,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
R140C74,140.0,74.0,45.694999424188715,45.69999939307951,12.040000248,12.0475002445,14.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
R140C75,140.0,75.0,45.694999424188715,45.69999939307951,12.0475002445,12.055000241,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R140C76,140.0,76.0,45.694999424188715,45.69999939307951,12.055000241,12.0625002375,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R140C77,140.0,77.0,45.694999424188715,45.69999939307951,12.0625002375,12.070000234,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R140C78,140.0,78.0,45.694999424188715,45.69999939307951,12.070000234,12.0775002305,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R140C79,140.0,79.0,45.694999424188715,45.69999939307951,12.0775002305,12.085000227,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R140C80,140.0,80.0,45.694999424188715,45.69999939307951,12.085000227,12.0925002235,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R140C81,140.0,81.0,45.694999424188715,45.69999939307951,12.0925002235,12.10000022,9.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0
R140C82,140.0,82.0,45.694999424188715,45.69999939307951,12.10000022,12.1075002165,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R140C83,140.0,83.0,45.694999424188715,45.69999939307951,12.1075002165,12.115000213,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R140C84,140.0,84.0,45.694999424188715,45.69999939307951,12.115000213,12.1225002095,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R140C85,140.0,85.0,45.694999424188715,45.69999939307951,12.1225002095,12.130000206,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R140C86,140.0,86.0,45.694999424188715,45.69999939307951,12.130000206,12.1375002025,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R140C87,140.0,87.0,45.694999424188715,45.69999939307951,12.1375002025,12.145000199,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R140C88,140.0,88.0,45.694999424188715,45.69999939307951,12.145000199,12.1525001955,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R140C89,140.0,89.0,45.694999424188715,45.69999939307951,12.1525001955,12.160000192,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R140C90,140.0,90.0,45.694999424188715,45.69999939307951,12.160000192,12.1675001885,13.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R140C91,140.0,91.0,45.694999424188715,45.69999939307951,12.1675001885,12.175000185,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R140C92,140.0,92.0,45.694999424188715,45.69999939307951,12.175000185,12.1825001815,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
R140C93,140.0,93.0,45.694999424188715,45.69999939307951,12.1825001815,12.190000178,12.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
R140C94,140.0,94.0,45.694999424188715,45.69999939307951,12.190000178,12.1975001745,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R140C95,140.0,95.0,45.694999424188715,45.69999939307951,12.1975001745,12.205000171,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R140C96,140.0,96.0,45.694999424188715,45.69999939307951,12.205000171,12.2125001675,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R140C97,140.0,97.0,45.694999424188715,45.69999939307951,12.2125001675,12.220000164,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R140C98,140.0,98.0,45.694999424188715,45.69999939307951,12.220000164,12.2275001605,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0
R140C99,140.0,99.0,45.694999424188715,45.69999939307951,12.2275001605,12.235000157,0.0,1.0,15.0,2.0,3.0,1.0,0.0,1.0
R140C100,140.0,100.0,45.694999424188715,45.69999939307951,12.235000157,12.2425001535,8.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
R140C101,140.0,101.0,45.694999424188715,45.69999939307951,12.2425001535,12.25000015,6.0,3.0,31.0,0.0,1.0,0.0,1.0,9.0
R140C102,140.0,102.0,45.694999424188715,45.69999939307951,12.25000015,12.2575001465,9.0,5.0,65.0,0.0,0.0,0.0,1.0,4.0
R140C103,140.0,103.0,45.694999424188715,45.69999939307951,12.2575001465,12.265000143,6.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0
R140C104,140.0,104.0,45.694999424188715,45.69999939307951,12.265000143,12.2725001395,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R140C105,140.0,105.0,45.694999424188715,45.69999939307951,12.2725001395,12.280000136,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R140C106,140.0,106.0,45.694999424188715,45.69999939307951,12.280000136,12.2875001325,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R140C107,140.0,107.0,45.694999424188715,45.69999939307951,12.2875001325,12.295000129,8.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0
R140C108,140.0,108.0,45.694999424188715,45.69999939307951,12.295000129,12.3025001255,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R140C109,140.0,109.0,45.694999424188715,45.69999939307951,12.3025001255,12.310000122,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R140C110,140.0,110.0,45.694999424188715,45.69999939307951,12.310000122,12.3175001185,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R140C111,140.0,111.0,45.694999424188715,45.69999939307951,12.3175001185,12.325000115,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R140C112,140.0,112.0,45.694999424188715,45.69999939307951,12.325000115,12.3325001115,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R140C113,140.0,113.0,45.694999424188715,45.69999939307951,12.3325001115,12.340000108,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R140C114,140.0,114.0,45.694999424188715,45.69999939307951,12.340000108,12.3475001045,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R140C115,140.0,115.0,45.694999424188715,45.69999939307951,12.3475001045,12.355000101,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R140C116,140.0,116.0,45.694999424188715,45.69999939307951,12.355000101,12.3625000975,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
R140C117,140.0,117.0,45.694999424188715,45.69999939307951,12.3625000975,12.370000094,13.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
R140C118,140.0,118.0,45.694999424188715,45.69999939307951,12.370000094,12.3775000905,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R140C119,140.0,119.0,45.694999424188715,45.69999939307951,12.3775000905,12.385000087,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R140C120,140.0,120.0,45.694999424188715,45.69999939307951,12.385000087,12.3925000835,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R140C121,140.0,121.0,45.694999424188715,45.69999939307951,12.3925000835,12.40000008,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R140C122,140.0,122.0,45.694999424188715,45.69999939307951,12.40000008,12.4075000765,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R140C123,140.0,123.0,45.694999424188715,45.69999939307951,12.4075000765,12.415000073,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R140C124,140.0,124.0,45.694999424188715,45.69999939307951,12.415000073,12.4225000695,12.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0
R140C125,140.0,125.0,45.694999424188715,45.69999939307951,12.4225000695,12.430000066,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R140C126,140.0,126.0,45.694999424188715,45.69999939307951,12.430000066,12.4375000625,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R140C127,140.0,127.0,45.694999424188715,45.69999939307951,12.4375000625,12.445000059,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R140C128,140.0,128.0,45.694999424188715,45.69999939307951,12.445000059,12.4525000555,13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
