,row,column,lat_min,lat_max,lon_min,lon_max,nature,entartainment,transports,art,sport,tourism,security,accessibility
R2C85,2.0,85.0,45.005003717259264,45.01000368615006,12.1225002095,12.130000206,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R2C86,2.0,86.0,45.005003717259264,45.01000368615006,12.130000206,12.1375002025,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
R2C87,2.0,87.0,45.005003717259264,45.01000368615006,12.1375002025,12.145000199,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R2C88,2.0,88.0,45.005003717259264,45.01000368615006,12.145000199,12.1525001955,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C89,2.0,89.0,45.005003717259264,45.01000368615006,12.1525001955,12.160000192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C90,2.0,90.0,45.005003717259264,45.01000368615006,12.160000192,12.1675001885,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C91,2.0,91.0,45.005003717259264,45.01000368615006,12.1675001885,12.175000185,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C92,2.0,92.0,45.005003717259264,45.01000368615006,12.175000185,12.1825001815,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R2C94,2.0,94.0,45.005003717259264,45.01000368615006,12.190000178,12.1975001745,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R2C95,2.0,95.0,45.005003717259264,45.01000368615006,12.1975001745,12.205000171,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
R2C96,2.0,96.0,45.005003717259264,45.01000368615006,12.205000171,12.2125001675,1.0,0.0,49.0,2.0,0.0,2.0,0.0,0.0
R2C97,2.0,97.0,45.005003717259264,45.01000368615006,12.2125001675,12.220000164,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
R2C98,2.0,98.0,45.005003717259264,45.01000368615006,12.220000164,12.2275001605,4.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0
R2C99,2.0,99.0,45.005003717259264,45.01000368615006,12.2275001605,12.235000157,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R2C100,2.0,100.0,45.005003717259264,45.01000368615006,12.235000157,12.2425001535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C101,2.0,101.0,45.005003717259264,45.01000368615006,12.2425001535,12.25000015,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R2C102,2.0,102.0,45.005003717259264,45.01000368615006,12.25000015,12.2575001465,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R2C103,2.0,103.0,45.005003717259264,45.01000368615006,12.2575001465,12.265000143,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C104,2.0,104.0,45.005003717259264,45.01000368615006,12.265000143,12.2725001395,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R2C105,2.0,105.0,45.005003717259264,45.01000368615006,12.2725001395,12.280000136,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C106,2.0,106.0,45.005003717259264,45.01000368615006,12.280000136,12.2875001325,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C107,2.0,107.0,45.005003717259264,45.01000368615006,12.2875001325,12.295000129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C108,2.0,108.0,45.005003717259264,45.01000368615006,12.295000129,12.3025001255,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C109,2.0,109.0,45.005003717259264,45.01000368615006,12.3025001255,12.310000122,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C110,2.0,110.0,45.005003717259264,45.01000368615006,12.310000122,12.3175001185,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C111,2.0,111.0,45.005003717259264,45.01000368615006,12.3175001185,12.325000115,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C112,2.0,112.0,45.005003717259264,45.01000368615006,12.325000115,12.3325001115,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C113,2.0,113.0,45.005003717259264,45.01000368615006,12.3325001115,12.340000108,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C114,2.0,114.0,45.005003717259264,45.01000368615006,12.340000108,12.3475001045,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C115,2.0,115.0,45.005003717259264,45.01000368615006,12.3475001045,12.355000101,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R2C116,2.0,116.0,45.005003717259264,45.01000368615006,12.355000101,12.3625000975,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C117,2.0,117.0,45.005003717259264,45.01000368615006,12.3625000975,12.370000094,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C118,2.0,118.0,45.005003717259264,45.01000368615006,12.370000094,12.3775000905,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C119,2.0,119.0,45.005003717259264,45.01000368615006,12.3775000905,12.385000087,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R2C120,2.0,120.0,45.005003717259264,45.01000368615006,12.385000087,12.3925000835,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C121,2.0,121.0,45.005003717259264,45.01000368615006,12.3925000835,12.40000008,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C122,2.0,122.0,45.005003717259264,45.01000368615006,12.40000008,12.4075000765,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C123,2.0,123.0,45.005003717259264,45.01000368615006,12.4075000765,12.415000073,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R2C124,2.0,124.0,45.005003717259264,45.01000368615006,12.415000073,12.4225000695,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C125,2.0,125.0,45.005003717259264,45.01000368615006,12.4225000695,12.430000066,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C126,2.0,126.0,45.005003717259264,45.01000368615006,12.430000066,12.4375000625,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C127,2.0,127.0,45.005003717259264,45.01000368615006,12.4375000625,12.445000059,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R2C128,2.0,128.0,45.005003717259264,45.01000368615006,12.445000059,12.4525000555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C2,3.0,2.0,45.01000368615006,45.01500365504085,11.5000005,11.5075004965,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0
R3C4,3.0,4.0,45.01000368615006,45.01500365504085,11.515000493,11.5225004895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C5,3.0,5.0,45.01000368615006,45.01500365504085,11.5225004895,11.530000486,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R3C6,3.0,6.0,45.01000368615006,45.01500365504085,11.530000486,11.5375004825,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C8,3.0,8.0,45.01000368615006,45.01500365504085,11.545000479,11.5525004755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C18,3.0,18.0,45.01000368615006,45.01500365504085,11.620000444,11.6275004405,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C19,3.0,19.0,45.01000368615006,45.01500365504085,11.6275004405,11.635000437,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C20,3.0,20.0,45.01000368615006,45.01500365504085,11.635000437,11.6425004335,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R3C22,3.0,22.0,45.01000368615006,45.01500365504085,11.65000043,11.6575004265,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C23,3.0,23.0,45.01000368615006,45.01500365504085,11.6575004265,11.665000423,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R3C26,3.0,26.0,45.01000368615006,45.01500365504085,11.680000416,11.6875004125,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R3C27,3.0,27.0,45.01000368615006,45.01500365504085,11.6875004125,11.695000409,0.0,0.0,27.0,1.0,0.0,2.0,1.0,0.0
R3C28,3.0,28.0,45.01000368615006,45.01500365504085,11.695000409,11.7025004055,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
R3C29,3.0,29.0,45.01000368615006,45.01500365504085,11.7025004055,11.710000402,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
R3C30,3.0,30.0,45.01000368615006,45.01500365504085,11.710000402,11.7175003985,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C31,3.0,31.0,45.01000368615006,45.01500365504085,11.7175003985,11.725000395,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C32,3.0,32.0,45.01000368615006,45.01500365504085,11.725000395,11.7325003915,12.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
R3C33,3.0,33.0,45.01000368615006,45.01500365504085,11.7325003915,11.740000388,5.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
R3C34,3.0,34.0,45.01000368615006,45.01500365504085,11.740000388,11.7475003845,2.0,0.0,36.0,0.0,0.0,1.0,0.0,0.0
R3C35,3.0,35.0,45.01000368615006,45.01500365504085,11.7475003845,11.755000381,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R3C36,3.0,36.0,45.01000368615006,45.01500365504085,11.755000381,11.7625003775,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C37,3.0,37.0,45.01000368615006,45.01500365504085,11.7625003775,11.770000374,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R3C38,3.0,38.0,45.01000368615006,45.01500365504085,11.770000374,11.7775003705,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C39,3.0,39.0,45.01000368615006,45.01500365504085,11.7775003705,11.785000367,15.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R3C40,3.0,40.0,45.01000368615006,45.01500365504085,11.785000367,11.7925003635,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R3C41,3.0,41.0,45.01000368615006,45.01500365504085,11.7925003635,11.80000036,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C42,3.0,42.0,45.01000368615006,45.01500365504085,11.80000036,11.8075003565,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R3C43,3.0,43.0,45.01000368615006,45.01500365504085,11.8075003565,11.815000353,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C44,3.0,44.0,45.01000368615006,45.01500365504085,11.815000353,11.8225003495,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C45,3.0,45.0,45.01000368615006,45.01500365504085,11.8225003495,11.830000346,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C46,3.0,46.0,45.01000368615006,45.01500365504085,11.830000346,11.8375003425,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C47,3.0,47.0,45.01000368615006,45.01500365504085,11.8375003425,11.845000339,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C48,3.0,48.0,45.01000368615006,45.01500365504085,11.845000339,11.8525003355,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C49,3.0,49.0,45.01000368615006,45.01500365504085,11.8525003355,11.860000332,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C50,3.0,50.0,45.01000368615006,45.01500365504085,11.860000332,11.8675003285,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C51,3.0,51.0,45.01000368615006,45.01500365504085,11.8675003285,11.875000325,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C52,3.0,52.0,45.01000368615006,45.01500365504085,11.875000325,11.8825003215,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C53,3.0,53.0,45.01000368615006,45.01500365504085,11.8825003215,11.890000318,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C54,3.0,54.0,45.01000368615006,45.01500365504085,11.890000318,11.8975003145,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C55,3.0,55.0,45.01000368615006,45.01500365504085,11.8975003145,11.905000311,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C56,3.0,56.0,45.01000368615006,45.01500365504085,11.905000311,11.9125003075,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C57,3.0,57.0,45.01000368615006,45.01500365504085,11.9125003075,11.920000304,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C58,3.0,58.0,45.01000368615006,45.01500365504085,11.920000304,11.9275003005,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C59,3.0,59.0,45.01000368615006,45.01500365504085,11.9275003005,11.935000297,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C60,3.0,60.0,45.01000368615006,45.01500365504085,11.935000297,11.9425002935,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
R3C61,3.0,61.0,45.01000368615006,45.01500365504085,11.9425002935,11.95000029,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C62,3.0,62.0,45.01000368615006,45.01500365504085,11.95000029,11.9575002865,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C63,3.0,63.0,45.01000368615006,45.01500365504085,11.9575002865,11.965000283,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C64,3.0,64.0,45.01000368615006,45.01500365504085,11.965000283,11.9725002795,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C65,3.0,65.0,45.01000368615006,45.01500365504085,11.9725002795,11.980000276,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C66,3.0,66.0,45.01000368615006,45.01500365504085,11.980000276,11.9875002725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C67,3.0,67.0,45.01000368615006,45.01500365504085,11.9875002725,11.995000269,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C68,3.0,68.0,45.01000368615006,45.01500365504085,11.995000269,12.0025002655,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C69,3.0,69.0,45.01000368615006,45.01500365504085,12.0025002655,12.010000262,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C70,3.0,70.0,45.01000368615006,45.01500365504085,12.010000262,12.0175002585,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C71,3.0,71.0,45.01000368615006,45.01500365504085,12.0175002585,12.025000255,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C72,3.0,72.0,45.01000368615006,45.01500365504085,12.025000255,12.0325002515,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C73,3.0,73.0,45.01000368615006,45.01500365504085,12.0325002515,12.040000248,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R3C74,3.0,74.0,45.01000368615006,45.01500365504085,12.040000248,12.0475002445,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C75,3.0,75.0,45.01000368615006,45.01500365504085,12.0475002445,12.055000241,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C76,3.0,76.0,45.01000368615006,45.01500365504085,12.055000241,12.0625002375,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C77,3.0,77.0,45.01000368615006,45.01500365504085,12.0625002375,12.070000234,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R3C78,3.0,78.0,45.01000368615006,45.01500365504085,12.070000234,12.0775002305,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R3C79,3.0,79.0,45.01000368615006,45.01500365504085,12.0775002305,12.085000227,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R3C80,3.0,80.0,45.01000368615006,45.01500365504085,12.085000227,12.0925002235,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R3C81,3.0,81.0,45.01000368615006,45.01500365504085,12.0925002235,12.10000022,6.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
R3C82,3.0,82.0,45.01000368615006,45.01500365504085,12.10000022,12.1075002165,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R3C83,3.0,83.0,45.01000368615006,45.01500365504085,12.1075002165,12.115000213,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
R3C84,3.0,84.0,45.01000368615006,45.01500365504085,12.115000213,12.1225002095,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R3C85,3.0,85.0,45.01000368615006,45.01500365504085,12.1225002095,12.130000206,5.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
R3C86,3.0,86.0,45.01000368615006,45.01500365504085,12.130000206,12.1375002025,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R3C87,3.0,87.0,45.01000368615006,45.01500365504085,12.1375002025,12.145000199,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C88,3.0,88.0,45.01000368615006,45.01500365504085,12.145000199,12.1525001955,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C89,3.0,89.0,45.01000368615006,45.01500365504085,12.1525001955,12.160000192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C90,3.0,90.0,45.01000368615006,45.01500365504085,12.160000192,12.1675001885,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C91,3.0,91.0,45.01000368615006,45.01500365504085,12.1675001885,12.175000185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C92,3.0,92.0,45.01000368615006,45.01500365504085,12.175000185,12.1825001815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C94,3.0,94.0,45.01000368615006,45.01500365504085,12.190000178,12.1975001745,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R3C95,3.0,95.0,45.01000368615006,45.01500365504085,12.1975001745,12.205000171,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
R3C96,3.0,96.0,45.01000368615006,45.01500365504085,12.205000171,12.2125001675,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
R3C97,3.0,97.0,45.01000368615006,45.01500365504085,12.2125001675,12.220000164,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R3C98,3.0,98.0,45.01000368615006,45.01500365504085,12.220000164,12.2275001605,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C99,3.0,99.0,45.01000368615006,45.01500365504085,12.2275001605,12.235000157,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C100,3.0,100.0,45.01000368615006,45.01500365504085,12.235000157,12.2425001535,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C101,3.0,101.0,45.01000368615006,45.01500365504085,12.2425001535,12.25000015,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R3C102,3.0,102.0,45.01000368615006,45.01500365504085,12.25000015,12.2575001465,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C103,3.0,103.0,45.01000368615006,45.01500365504085,12.2575001465,12.265000143,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C104,3.0,104.0,45.01000368615006,45.01500365504085,12.265000143,12.2725001395,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C105,3.0,105.0,45.01000368615006,45.01500365504085,12.2725001395,12.280000136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C106,3.0,106.0,45.01000368615006,45.01500365504085,12.280000136,12.2875001325,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C107,3.0,107.0,45.01000368615006,45.01500365504085,12.2875001325,12.295000129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C108,3.0,108.0,45.01000368615006,45.01500365504085,12.295000129,12.3025001255,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C109,3.0,109.0,45.01000368615006,45.01500365504085,12.3025001255,12.310000122,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C110,3.0,110.0,45.01000368615006,45.01500365504085,12.310000122,12.3175001185,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C111,3.0,111.0,45.01000368615006,45.01500365504085,12.3175001185,12.325000115,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C112,3.0,112.0,45.01000368615006,45.01500365504085,12.325000115,12.3325001115,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C113,3.0,113.0,45.01000368615006,45.01500365504085,12.3325001115,12.340000108,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C114,3.0,114.0,45.01000368615006,45.01500365504085,12.340000108,12.3475001045,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C115,3.0,115.0,45.01000368615006,45.01500365504085,12.3475001045,12.355000101,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C116,3.0,116.0,45.01000368615006,45.01500365504085,12.355000101,12.3625000975,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C117,3.0,117.0,45.01000368615006,45.01500365504085,12.3625000975,12.370000094,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C118,3.0,118.0,45.01000368615006,45.01500365504085,12.370000094,12.3775000905,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R3C119,3.0,119.0,45.01000368615006,45.01500365504085,12.3775000905,12.385000087,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C120,3.0,120.0,45.01000368615006,45.01500365504085,12.385000087,12.3925000835,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R3C121,3.0,121.0,45.01000368615006,45.01500365504085,12.3925000835,12.40000008,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C122,3.0,122.0,45.01000368615006,45.01500365504085,12.40000008,12.4075000765,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C123,3.0,123.0,45.01000368615006,45.01500365504085,12.4075000765,12.415000073,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3C124,3.0,124.0,45.01000368615006,45.01500365504085,12.415000073,12.4225000695,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R3C125,3.0,125.0,45.01000368615006,45.01500365504085,12.4225000695,12.430000066,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R3C126,3.0,126.0,45.01000368615006,45.01500365504085,12.430000066,12.4375000625,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R3C127,3.0,127.0,45.01000368615006,45.01500365504085,12.4375000625,12.445000059,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R4C2,4.0,2.0,45.01500365504085,45.02000362393164,11.5000005,11.5075004965,1.0,0.0,19.0,1.0,1.0,0.0,0.0,0.0
R4C3,4.0,3.0,45.01500365504085,45.02000362393164,11.5075004965,11.515000493,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R4C4,4.0,4.0,45.01500365504085,45.02000362393164,11.515000493,11.5225004895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R4C5,4.0,5.0,45.01500365504085,45.02000362393164,11.5225004895,11.530000486,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R4C6,4.0,6.0,45.01500365504085,45.02000362393164,11.530000486,11.5375004825,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R4C7,4.0,7.0,45.01500365504085,45.02000362393164,11.5375004825,11.545000479,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R4C9,4.0,9.0,45.01500365504085,45.02000362393164,11.5525004755,11.560000472,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R4C10,4.0,10.0,45.01500365504085,45.02000362393164,11.560000472,11.5675004685,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R4C11,4.0,11.0,45.01500365504085,45.02000362393164,11.5675004685,11.575000465,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R4C15,4.0,15.0,45.01500365504085,45.02000362393164,11.5975004545,11.605000451,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R4C18,4.0,18.0,45.01500365504085,45.02000362393164,11.620000444,11.6275004405,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R4C20,4.0,20.0,45.01500365504085,45.02000362393164,11.635000437,11.6425004335,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R4C23,4.0,23.0,45.01500365504085,45.02000362393164,11.6575004265,11.665000423,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R4C26,4.0,26.0,45.01500365504085,45.02000362393164,11.680000416,11.6875004125,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
R4C27,4.0,27.0,45.01500365504085,45.02000362393164,11.6875004125,11.695000409,1.0,0.0,17.0,0.0,1.0,1.0,0.0,0.0
R4C28,4.0,28.0,45.01500365504085,45.02000362393164,11.695000409,11.7025004055,0.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0
R4C29,4.0,29.0,45.01500365504085,45.02000362393164,11.7025004055,11.710000402,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
R4C30,4.0,30.0,45.01500365504085,45.02000362393164,11.710000402,11.7175003985,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R4C31,4.0,31.0,45.01500365504085,45.02000362393164,11.7175003985,11.725000395,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R4C32,4.0,32.0,45.01500365504085,45.02000362393164,11.725000395,11.7325003915,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R4C33,4.0,33.0,45.01500365504085,45.02000362393164,11.7325003915,11.740000388,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R4C34,4.0,34.0,45.01500365504085,45.02000362393164,11.740000388,11.7475003845,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R4C35,4.0,35.0,45.01500365504085,45.02000362393164,11.7475003845,11.755000381,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R4C36,4.0,36.0,45.01500365504085,45.02000362393164,11.755000381,11.7625003775,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R4C37,4.0,37.0,45.01500365504085,45.02000362393164,11.7625003775,11.770000374,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R4C38,4.0,38.0,45.01500365504085,45.02000362393164,11.770000374,11.7775003705,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R4C39,4.0,39.0,45.01500365504085,45.02000362393164,11.7775003705,11.785000367,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R4C40,4.0,40.0,45.01500365504085,45.02000362393164,11.785000367,11.7925003635,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R4C41,4.0,41.0,45.01500365504085,45.02000362393164,11.7925003635,11.80000036,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R4C42,4.0,42.0,45.01500365504085,45.02000362393164,11.80000036,11.8075003565,0.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0
R4C43,4.0,43.0,45.01500365504085,45.02000362393164,11.8075003565,11.815000353,6.0,4.0,17.0,0.0,0.0,1.0,1.0,0.0
R4C44,4.0,44.0,45.01500365504085,45.02000362393164,11.815000353,11.8225003495,3.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0
R4C45,4.0,45.0,45.01500365504085,45.02000362393164,11.8225003495,11.830000346,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R4C46,4.0,46.0,45.01500365504085,45.02000362393164,11.830000346,11.8375003425,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
