,geometry,cluster
R60C99,"POLYGON ((2.1350097195780973 41.36357728648295, 2.127509916828863 41.36357728648295, 2.127509916828863 41.359745711386395, 2.1350097195780973 41.359745711386395, 2.1350097195780973 41.36357728648295))",7
R60C100,"POLYGON ((2.1425095223273316 41.36357728648295, 2.1350097195780973 41.36357728648295, 2.1350097195780973 41.359745711386395, 2.1425095223273316 41.359745711386395, 2.1425095223273316 41.36357728648295))",7
R60C101,"POLYGON ((2.150009325076566 41.36357728648295, 2.1425095223273316 41.36357728648295, 2.1425095223273316 41.359745711386395, 2.150009325076566 41.359745711386395, 2.150009325076566 41.36357728648295))",7
R60C102,"POLYGON ((2.1575091278258003 41.36357728648295, 2.150009325076566 41.36357728648295, 2.150009325076566 41.359745711386395, 2.1575091278258003 41.359745711386395, 2.1575091278258003 41.36357728648295))",7
R60C103,"POLYGON ((2.1650089305750346 41.36357728648295, 2.1575091278258003 41.36357728648295, 2.1575091278258003 41.359745711386395, 2.1650089305750346 41.359745711386395, 2.1650089305750346 41.36357728648295))",7
R60C104,"POLYGON ((2.172508733324269 41.36357728648295, 2.1650089305750346 41.36357728648295, 2.1650089305750346 41.359745711386395, 2.172508733324269 41.359745711386395, 2.172508733324269 41.36357728648295))",7
R60C105,"POLYGON ((2.1800085360735033 41.36357728648295, 2.172508733324269 41.36357728648295, 2.172508733324269 41.359745711386395, 2.1800085360735033 41.359745711386395, 2.1800085360735033 41.36357728648295))",7
R61C49,"POLYGON ((1.76001958211638 41.367408861579506, 1.7525197793671456 41.367408861579506, 1.7525197793671456 41.36357728648295, 1.76001958211638 41.36357728648295, 1.76001958211638 41.367408861579506))",9
R61C83,"POLYGON ((2.015012875590348 41.367408861579506, 2.0075130728411135 41.367408861579506, 2.0075130728411135 41.36357728648295, 2.015012875590348 41.36357728648295, 2.015012875590348 41.367408861579506))",3
R61C84,"POLYGON ((2.022512678339582 41.367408861579506, 2.015012875590348 41.367408861579506, 2.015012875590348 41.36357728648295, 2.022512678339582 41.36357728648295, 2.022512678339582 41.367408861579506))",3
R61C85,"POLYGON ((2.0300124810888165 41.367408861579506, 2.022512678339582 41.367408861579506, 2.022512678339582 41.36357728648295, 2.0300124810888165 41.36357728648295, 2.0300124810888165 41.367408861579506))",3
R61C89,"POLYGON ((2.060011692085754 41.367408861579506, 2.0525118893365195 41.367408861579506, 2.0525118893365195 41.36357728648295, 2.060011692085754 41.36357728648295, 2.060011692085754 41.367408861579506))",3
R61C90,"POLYGON ((2.067511494834988 41.367408861579506, 2.060011692085754 41.367408861579506, 2.060011692085754 41.36357728648295, 2.067511494834988 41.36357728648295, 2.067511494834988 41.367408861579506))",3
R61C91,"POLYGON ((2.0750112975842225 41.367408861579506, 2.067511494834988 41.367408861579506, 2.067511494834988 41.36357728648295, 2.0750112975842225 41.36357728648295, 2.0750112975842225 41.367408861579506))",3
R61C92,"POLYGON ((2.082511100333457 41.367408861579506, 2.0750112975842225 41.367408861579506, 2.0750112975842225 41.36357728648295, 2.082511100333457 41.36357728648295, 2.082511100333457 41.367408861579506))",3
R61C93,"POLYGON ((2.090010903082691 41.367408861579506, 2.082511100333457 41.367408861579506, 2.082511100333457 41.36357728648295, 2.090010903082691 41.36357728648295, 2.090010903082691 41.367408861579506))",3
R61C94,"POLYGON ((2.0975107058319256 41.367408861579506, 2.090010903082691 41.367408861579506, 2.090010903082691 41.36357728648295, 2.0975107058319256 41.36357728648295, 2.0975107058319256 41.367408861579506))",3
R61C95,"POLYGON ((2.10501050858116 41.367408861579506, 2.0975107058319256 41.367408861579506, 2.0975107058319256 41.36357728648295, 2.10501050858116 41.36357728648295, 2.10501050858116 41.367408861579506))",7
R61C96,"POLYGON ((2.1125103113303942 41.367408861579506, 2.10501050858116 41.367408861579506, 2.10501050858116 41.36357728648295, 2.1125103113303942 41.36357728648295, 2.1125103113303942 41.367408861579506))",7
R61C97,"POLYGON ((2.1200101140796286 41.367408861579506, 2.1125103113303942 41.367408861579506, 2.1125103113303942 41.36357728648295, 2.1200101140796286 41.36357728648295, 2.1200101140796286 41.367408861579506))",7
R61C98,"POLYGON ((2.127509916828863 41.367408861579506, 2.1200101140796286 41.367408861579506, 2.1200101140796286 41.36357728648295, 2.127509916828863 41.36357728648295, 2.127509916828863 41.367408861579506))",7
R61C99,"POLYGON ((2.1350097195780973 41.367408861579506, 2.127509916828863 41.367408861579506, 2.127509916828863 41.36357728648295, 2.1350097195780973 41.36357728648295, 2.1350097195780973 41.367408861579506))",7
R61C100,"POLYGON ((2.1425095223273316 41.367408861579506, 2.1350097195780973 41.367408861579506, 2.1350097195780973 41.36357728648295, 2.1425095223273316 41.36357728648295, 2.1425095223273316 41.367408861579506))",7
R61C101,"POLYGON ((2.150009325076566 41.367408861579506, 2.1425095223273316 41.367408861579506, 2.1425095223273316 41.36357728648295, 2.150009325076566 41.36357728648295, 2.150009325076566 41.367408861579506))",7
R61C102,"POLYGON ((2.1575091278258003 41.367408861579506, 2.150009325076566 41.367408861579506, 2.150009325076566 41.36357728648295, 2.1575091278258003 41.36357728648295, 2.1575091278258003 41.367408861579506))",7
R61C103,"POLYGON ((2.1650089305750346 41.367408861579506, 2.1575091278258003 41.367408861579506, 2.1575091278258003 41.36357728648295, 2.1650089305750346 41.36357728648295, 2.1650089305750346 41.367408861579506))",7
R61C104,"POLYGON ((2.172508733324269 41.367408861579506, 2.1650089305750346 41.367408861579506, 2.1650089305750346 41.36357728648295, 2.172508733324269 41.36357728648295, 2.172508733324269 41.367408861579506))",7
R61C105,"POLYGON ((2.1800085360735033 41.367408861579506, 2.172508733324269 41.367408861579506, 2.172508733324269 41.36357728648295, 2.1800085360735033 41.36357728648295, 2.1800085360735033 41.367408861579506))",7
R61C106,"POLYGON ((2.1875083388227377 41.367408861579506, 2.1800085360735033 41.367408861579506, 2.1800085360735033 41.36357728648295, 2.1875083388227377 41.36357728648295, 2.1875083388227377 41.367408861579506))",7
R62C15,"POLYGON ((1.5050262886424124 41.37124043667606, 1.497526485893178 41.37124043667606, 1.497526485893178 41.367408861579506, 1.5050262886424124 41.367408861579506, 1.5050262886424124 41.37124043667606))",5
R62C72,"POLYGON ((1.9325150453487698 41.37124043667606, 1.9250152425995355 41.37124043667606, 1.9250152425995355 41.367408861579506, 1.9325150453487698 41.367408861579506, 1.9325150453487698 41.37124043667606))",16
R62C82,"POLYGON ((2.0075130728411135 41.37124043667606, 2.000013270091879 41.37124043667606, 2.000013270091879 41.367408861579506, 2.0075130728411135 41.367408861579506, 2.0075130728411135 41.37124043667606))",3
R62C83,"POLYGON ((2.015012875590348 41.37124043667606, 2.0075130728411135 41.37124043667606, 2.0075130728411135 41.367408861579506, 2.015012875590348 41.367408861579506, 2.015012875590348 41.37124043667606))",3
R62C84,"POLYGON ((2.022512678339582 41.37124043667606, 2.015012875590348 41.37124043667606, 2.015012875590348 41.367408861579506, 2.022512678339582 41.367408861579506, 2.022512678339582 41.37124043667606))",3
R62C85,"POLYGON ((2.0300124810888165 41.37124043667606, 2.022512678339582 41.37124043667606, 2.022512678339582 41.367408861579506, 2.0300124810888165 41.367408861579506, 2.0300124810888165 41.37124043667606))",3
R62C88,"POLYGON ((2.0525118893365195 41.37124043667606, 2.045012086587285 41.37124043667606, 2.045012086587285 41.367408861579506, 2.0525118893365195 41.367408861579506, 2.0525118893365195 41.37124043667606))",3
R62C89,"POLYGON ((2.060011692085754 41.37124043667606, 2.0525118893365195 41.37124043667606, 2.0525118893365195 41.367408861579506, 2.060011692085754 41.367408861579506, 2.060011692085754 41.37124043667606))",3
R62C90,"POLYGON ((2.067511494834988 41.37124043667606, 2.060011692085754 41.37124043667606, 2.060011692085754 41.367408861579506, 2.067511494834988 41.367408861579506, 2.067511494834988 41.37124043667606))",3
R62C91,"POLYGON ((2.0750112975842225 41.37124043667606, 2.067511494834988 41.37124043667606, 2.067511494834988 41.367408861579506, 2.0750112975842225 41.367408861579506, 2.0750112975842225 41.37124043667606))",3
R62C93,"POLYGON ((2.090010903082691 41.37124043667606, 2.082511100333457 41.37124043667606, 2.082511100333457 41.367408861579506, 2.090010903082691 41.367408861579506, 2.090010903082691 41.37124043667606))",3
R62C95,"POLYGON ((2.10501050858116 41.37124043667606, 2.0975107058319256 41.37124043667606, 2.0975107058319256 41.367408861579506, 2.10501050858116 41.367408861579506, 2.10501050858116 41.37124043667606))",7
R62C96,"POLYGON ((2.1125103113303942 41.37124043667606, 2.10501050858116 41.37124043667606, 2.10501050858116 41.367408861579506, 2.1125103113303942 41.367408861579506, 2.1125103113303942 41.37124043667606))",7
R62C97,"POLYGON ((2.1200101140796286 41.37124043667606, 2.1125103113303942 41.37124043667606, 2.1125103113303942 41.367408861579506, 2.1200101140796286 41.367408861579506, 2.1200101140796286 41.37124043667606))",7
R62C98,"POLYGON ((2.127509916828863 41.37124043667606, 2.1200101140796286 41.37124043667606, 2.1200101140796286 41.367408861579506, 2.127509916828863 41.367408861579506, 2.127509916828863 41.37124043667606))",7
R62C99,"POLYGON ((2.1350097195780973 41.37124043667606, 2.127509916828863 41.37124043667606, 2.127509916828863 41.367408861579506, 2.1350097195780973 41.367408861579506, 2.1350097195780973 41.37124043667606))",7
R62C100,"POLYGON ((2.1425095223273316 41.37124043667606, 2.1350097195780973 41.37124043667606, 2.1350097195780973 41.367408861579506, 2.1425095223273316 41.367408861579506, 2.1425095223273316 41.37124043667606))",7
R62C101,"POLYGON ((2.150009325076566 41.37124043667606, 2.1425095223273316 41.37124043667606, 2.1425095223273316 41.367408861579506, 2.150009325076566 41.367408861579506, 2.150009325076566 41.37124043667606))",7
R62C102,"POLYGON ((2.1575091278258003 41.37124043667606, 2.150009325076566 41.37124043667606, 2.150009325076566 41.367408861579506, 2.1575091278258003 41.367408861579506, 2.1575091278258003 41.37124043667606))",7
R62C103,"POLYGON ((2.1650089305750346 41.37124043667606, 2.1575091278258003 41.37124043667606, 2.1575091278258003 41.367408861579506, 2.1650089305750346 41.367408861579506, 2.1650089305750346 41.37124043667606))",7
R62C104,"POLYGON ((2.172508733324269 41.37124043667606, 2.1650089305750346 41.37124043667606, 2.1650089305750346 41.367408861579506, 2.172508733324269 41.367408861579506, 2.172508733324269 41.37124043667606))",7
R62C107,"POLYGON ((2.195008141571972 41.37124043667606, 2.1875083388227377 41.37124043667606, 2.1875083388227377 41.367408861579506, 2.195008141571972 41.367408861579506, 2.195008141571972 41.37124043667606))",7
R63C73,"POLYGON ((1.9400148480980042 41.375072011772616, 1.9325150453487698 41.375072011772616, 1.9325150453487698 41.37124043667606, 1.9400148480980042 41.37124043667606, 1.9400148480980042 41.375072011772616))",16
R63C84,"POLYGON ((2.022512678339582 41.375072011772616, 2.015012875590348 41.375072011772616, 2.015012875590348 41.37124043667606, 2.022512678339582 41.37124043667606, 2.022512678339582 41.375072011772616))",3
R63C88,"POLYGON ((2.0525118893365195 41.375072011772616, 2.045012086587285 41.375072011772616, 2.045012086587285 41.37124043667606, 2.0525118893365195 41.37124043667606, 2.0525118893365195 41.375072011772616))",3
R63C90,"POLYGON ((2.067511494834988 41.375072011772616, 2.060011692085754 41.375072011772616, 2.060011692085754 41.37124043667606, 2.067511494834988 41.37124043667606, 2.067511494834988 41.375072011772616))",3
R63C91,"POLYGON ((2.0750112975842225 41.375072011772616, 2.067511494834988 41.375072011772616, 2.067511494834988 41.37124043667606, 2.0750112975842225 41.37124043667606, 2.0750112975842225 41.375072011772616))",3
R63C92,"POLYGON ((2.082511100333457 41.375072011772616, 2.0750112975842225 41.375072011772616, 2.0750112975842225 41.37124043667606, 2.082511100333457 41.37124043667606, 2.082511100333457 41.375072011772616))",3
R63C93,"POLYGON ((2.090010903082691 41.375072011772616, 2.082511100333457 41.375072011772616, 2.082511100333457 41.37124043667606, 2.090010903082691 41.37124043667606, 2.090010903082691 41.375072011772616))",3
R63C94,"POLYGON ((2.0975107058319256 41.375072011772616, 2.090010903082691 41.375072011772616, 2.090010903082691 41.37124043667606, 2.0975107058319256 41.37124043667606, 2.0975107058319256 41.375072011772616))",3
R63C95,"POLYGON ((2.10501050858116 41.375072011772616, 2.0975107058319256 41.375072011772616, 2.0975107058319256 41.37124043667606, 2.10501050858116 41.37124043667606, 2.10501050858116 41.375072011772616))",7
R63C96,"POLYGON ((2.1125103113303942 41.375072011772616, 2.10501050858116 41.375072011772616, 2.10501050858116 41.37124043667606, 2.1125103113303942 41.37124043667606, 2.1125103113303942 41.375072011772616))",7
R63C97,"POLYGON ((2.1200101140796286 41.375072011772616, 2.1125103113303942 41.375072011772616, 2.1125103113303942 41.37124043667606, 2.1200101140796286 41.37124043667606, 2.1200101140796286 41.375072011772616))",7
R63C98,"POLYGON ((2.127509916828863 41.375072011772616, 2.1200101140796286 41.375072011772616, 2.1200101140796286 41.37124043667606, 2.127509916828863 41.37124043667606, 2.127509916828863 41.375072011772616))",7
R63C99,"POLYGON ((2.1350097195780973 41.375072011772616, 2.127509916828863 41.375072011772616, 2.127509916828863 41.37124043667606, 2.1350097195780973 41.37124043667606, 2.1350097195780973 41.375072011772616))",7
R63C100,"POLYGON ((2.1425095223273316 41.375072011772616, 2.1350097195780973 41.375072011772616, 2.1350097195780973 41.37124043667606, 2.1425095223273316 41.37124043667606, 2.1425095223273316 41.375072011772616))",7
R63C101,"POLYGON ((2.150009325076566 41.375072011772616, 2.1425095223273316 41.375072011772616, 2.1425095223273316 41.37124043667606, 2.150009325076566 41.37124043667606, 2.150009325076566 41.375072011772616))",7
R63C102,"POLYGON ((2.1575091278258003 41.375072011772616, 2.150009325076566 41.375072011772616, 2.150009325076566 41.37124043667606, 2.1575091278258003 41.37124043667606, 2.1575091278258003 41.375072011772616))",7
R63C103,"POLYGON ((2.1650089305750346 41.375072011772616, 2.1575091278258003 41.375072011772616, 2.1575091278258003 41.37124043667606, 2.1650089305750346 41.37124043667606, 2.1650089305750346 41.375072011772616))",7
R63C104,"POLYGON ((2.172508733324269 41.375072011772616, 2.1650089305750346 41.375072011772616, 2.1650089305750346 41.37124043667606, 2.172508733324269 41.37124043667606, 2.172508733324269 41.375072011772616))",7
R63C105,"POLYGON ((2.1800085360735033 41.375072011772616, 2.172508733324269 41.375072011772616, 2.172508733324269 41.37124043667606, 2.1800085360735033 41.37124043667606, 2.1800085360735033 41.375072011772616))",7
R63C106,"POLYGON ((2.1875083388227377 41.375072011772616, 2.1800085360735033 41.375072011772616, 2.1800085360735033 41.37124043667606, 2.1875083388227377 41.37124043667606, 2.1875083388227377 41.375072011772616))",7
R63C107,"POLYGON ((2.195008141571972 41.375072011772616, 2.1875083388227377 41.375072011772616, 2.1875083388227377 41.37124043667606, 2.195008141571972 41.37124043667606, 2.195008141571972 41.375072011772616))",7
R64C43,"POLYGON ((1.715020765620974 41.37890358686917, 1.7075209628717396 41.37890358686917, 1.7075209628717396 41.375072011772616, 1.715020765620974 41.375072011772616, 1.715020765620974 41.37890358686917))",9
R64C44,"POLYGON ((1.7225205683702083 41.37890358686917, 1.715020765620974 41.37890358686917, 1.715020765620974 41.375072011772616, 1.7225205683702083 41.375072011772616, 1.7225205683702083 41.37890358686917))",9
R64C45,"POLYGON ((1.7300203711194426 41.37890358686917, 1.7225205683702083 41.37890358686917, 1.7225205683702083 41.375072011772616, 1.7300203711194426 41.375072011772616, 1.7300203711194426 41.37890358686917))",9
R64C87,"POLYGON ((2.045012086587285 41.37890358686917, 2.037512283838051 41.37890358686917, 2.037512283838051 41.375072011772616, 2.045012086587285 41.375072011772616, 2.045012086587285 41.37890358686917))",3
R64C88,"POLYGON ((2.0525118893365195 41.37890358686917, 2.045012086587285 41.37890358686917, 2.045012086587285 41.375072011772616, 2.0525118893365195 41.375072011772616, 2.0525118893365195 41.37890358686917))",3
R64C89,"POLYGON ((2.060011692085754 41.37890358686917, 2.0525118893365195 41.37890358686917, 2.0525118893365195 41.375072011772616, 2.060011692085754 41.375072011772616, 2.060011692085754 41.37890358686917))",3
R64C91,"POLYGON ((2.0750112975842225 41.37890358686917, 2.067511494834988 41.37890358686917, 2.067511494834988 41.375072011772616, 2.0750112975842225 41.375072011772616, 2.0750112975842225 41.37890358686917))",3
R64C92,"POLYGON ((2.082511100333457 41.37890358686917, 2.0750112975842225 41.37890358686917, 2.0750112975842225 41.375072011772616, 2.082511100333457 41.375072011772616, 2.082511100333457 41.37890358686917))",3
R64C93,"POLYGON ((2.090010903082691 41.37890358686917, 2.082511100333457 41.37890358686917, 2.082511100333457 41.375072011772616, 2.090010903082691 41.375072011772616, 2.090010903082691 41.37890358686917))",3
R64C94,"POLYGON ((2.0975107058319256 41.37890358686917, 2.090010903082691 41.37890358686917, 2.090010903082691 41.375072011772616, 2.0975107058319256 41.375072011772616, 2.0975107058319256 41.37890358686917))",7
R64C95,"POLYGON ((2.10501050858116 41.37890358686917, 2.0975107058319256 41.37890358686917, 2.0975107058319256 41.375072011772616, 2.10501050858116 41.375072011772616, 2.10501050858116 41.37890358686917))",7
R64C96,"POLYGON ((2.1125103113303942 41.37890358686917, 2.10501050858116 41.37890358686917, 2.10501050858116 41.375072011772616, 2.1125103113303942 41.375072011772616, 2.1125103113303942 41.37890358686917))",7
R64C97,"POLYGON ((2.1200101140796286 41.37890358686917, 2.1125103113303942 41.37890358686917, 2.1125103113303942 41.375072011772616, 2.1200101140796286 41.375072011772616, 2.1200101140796286 41.37890358686917))",7
R64C98,"POLYGON ((2.127509916828863 41.37890358686917, 2.1200101140796286 41.37890358686917, 2.1200101140796286 41.375072011772616, 2.127509916828863 41.375072011772616, 2.127509916828863 41.37890358686917))",7
R64C99,"POLYGON ((2.1350097195780973 41.37890358686917, 2.127509916828863 41.37890358686917, 2.127509916828863 41.375072011772616, 2.1350097195780973 41.375072011772616, 2.1350097195780973 41.37890358686917))",7
R64C100,"POLYGON ((2.1425095223273316 41.37890358686917, 2.1350097195780973 41.37890358686917, 2.1350097195780973 41.375072011772616, 2.1425095223273316 41.375072011772616, 2.1425095223273316 41.37890358686917))",7
R64C101,"POLYGON ((2.150009325076566 41.37890358686917, 2.1425095223273316 41.37890358686917, 2.1425095223273316 41.375072011772616, 2.150009325076566 41.375072011772616, 2.150009325076566 41.37890358686917))",7
R64C102,"POLYGON ((2.1575091278258003 41.37890358686917, 2.150009325076566 41.37890358686917, 2.150009325076566 41.375072011772616, 2.1575091278258003 41.375072011772616, 2.1575091278258003 41.37890358686917))",7
R64C103,"POLYGON ((2.1650089305750346 41.37890358686917, 2.1575091278258003 41.37890358686917, 2.1575091278258003 41.375072011772616, 2.1650089305750346 41.375072011772616, 2.1650089305750346 41.37890358686917))",7
R64C104,"POLYGON ((2.172508733324269 41.37890358686917, 2.1650089305750346 41.37890358686917, 2.1650089305750346 41.375072011772616, 2.172508733324269 41.375072011772616, 2.172508733324269 41.37890358686917))",7
R64C105,"POLYGON ((2.1800085360735033 41.37890358686917, 2.172508733324269 41.37890358686917, 2.172508733324269 41.375072011772616, 2.1800085360735033 41.375072011772616, 2.1800085360735033 41.37890358686917))",7
R64C106,"POLYGON ((2.1875083388227377 41.37890358686917, 2.1800085360735033 41.37890358686917, 2.1800085360735033 41.375072011772616, 2.1875083388227377 41.375072011772616, 2.1875083388227377 41.37890358686917))",7
R64C107,"POLYGON ((2.195008141571972 41.37890358686917, 2.1875083388227377 41.37890358686917, 2.1875083388227377 41.375072011772616, 2.195008141571972 41.375072011772616, 2.195008141571972 41.37890358686917))",7
R65C30,"POLYGON ((1.6175233298809275 41.382735161965726, 1.6100235271316932 41.382735161965726, 1.6100235271316932 41.37890358686917, 1.6175233298809275 41.37890358686917, 1.6175233298809275 41.382735161965726))",9
R65C42,"POLYGON ((1.7075209628717396 41.382735161965726, 1.7000211601225053 41.382735161965726, 1.7000211601225053 41.37890358686917, 1.7075209628717396 41.37890358686917, 1.7075209628717396 41.382735161965726))",9
R65C44,"POLYGON ((1.7225205683702083 41.382735161965726, 1.715020765620974 41.382735161965726, 1.715020765620974 41.37890358686917, 1.7225205683702083 41.37890358686917, 1.7225205683702083 41.382735161965726))",9
R65C50,"POLYGON ((1.7675193848656143 41.382735161965726, 1.76001958211638 41.382735161965726, 1.76001958211638 41.37890358686917, 1.7675193848656143 41.37890358686917, 1.7675193848656143 41.382735161965726))",9
R65C81,"POLYGON ((2.000013270091879 41.382735161965726, 1.9925134673426446 41.382735161965726, 1.9925134673426446 41.37890358686917, 2.000013270091879 41.37890358686917, 2.000013270091879 41.382735161965726))",16
R65C83,"POLYGON ((2.015012875590348 41.382735161965726, 2.0075130728411135 41.382735161965726, 2.0075130728411135 41.37890358686917, 2.015012875590348 41.37890358686917, 2.015012875590348 41.382735161965726))",3
R65C84,"POLYGON ((2.022512678339582 41.382735161965726, 2.015012875590348 41.382735161965726, 2.015012875590348 41.37890358686917, 2.022512678339582 41.37890358686917, 2.022512678339582 41.382735161965726))",3
R65C87,"POLYGON ((2.045012086587285 41.382735161965726, 2.037512283838051 41.382735161965726, 2.037512283838051 41.37890358686917, 2.045012086587285 41.37890358686917, 2.045012086587285 41.382735161965726))",3
R65C88,"POLYGON ((2.0525118893365195 41.382735161965726, 2.045012086587285 41.382735161965726, 2.045012086587285 41.37890358686917, 2.0525118893365195 41.37890358686917, 2.0525118893365195 41.382735161965726))",3
R65C89,"POLYGON ((2.060011692085754 41.382735161965726, 2.0525118893365195 41.382735161965726, 2.0525118893365195 41.37890358686917, 2.060011692085754 41.37890358686917, 2.060011692085754 41.382735161965726))",3
R65C90,"POLYGON ((2.067511494834988 41.382735161965726, 2.060011692085754 41.382735161965726, 2.060011692085754 41.37890358686917, 2.067511494834988 41.37890358686917, 2.067511494834988 41.382735161965726))",3
R65C91,"POLYGON ((2.0750112975842225 41.382735161965726, 2.067511494834988 41.382735161965726, 2.067511494834988 41.37890358686917, 2.0750112975842225 41.37890358686917, 2.0750112975842225 41.382735161965726))",3
R65C93,"POLYGON ((2.090010903082691 41.382735161965726, 2.082511100333457 41.382735161965726, 2.082511100333457 41.37890358686917, 2.090010903082691 41.37890358686917, 2.090010903082691 41.382735161965726))",3
R65C94,"POLYGON ((2.0975107058319256 41.382735161965726, 2.090010903082691 41.382735161965726, 2.090010903082691 41.37890358686917, 2.0975107058319256 41.37890358686917, 2.0975107058319256 41.382735161965726))",7
R65C95,"POLYGON ((2.10501050858116 41.382735161965726, 2.0975107058319256 41.382735161965726, 2.0975107058319256 41.37890358686917, 2.10501050858116 41.37890358686917, 2.10501050858116 41.382735161965726))",7
R65C96,"POLYGON ((2.1125103113303942 41.382735161965726, 2.10501050858116 41.382735161965726, 2.10501050858116 41.37890358686917, 2.1125103113303942 41.37890358686917, 2.1125103113303942 41.382735161965726))",7
R65C97,"POLYGON ((2.1200101140796286 41.382735161965726, 2.1125103113303942 41.382735161965726, 2.1125103113303942 41.37890358686917, 2.1200101140796286 41.37890358686917, 2.1200101140796286 41.382735161965726))",7
R65C98,"POLYGON ((2.127509916828863 41.382735161965726, 2.1200101140796286 41.382735161965726, 2.1200101140796286 41.37890358686917, 2.127509916828863 41.37890358686917, 2.127509916828863 41.382735161965726))",7
R65C99,"POLYGON ((2.1350097195780973 41.382735161965726, 2.127509916828863 41.382735161965726, 2.127509916828863 41.37890358686917, 2.1350097195780973 41.37890358686917, 2.1350097195780973 41.382735161965726))",7
R65C100,"POLYGON ((2.1425095223273316 41.382735161965726, 2.1350097195780973 41.382735161965726, 2.1350097195780973 41.37890358686917, 2.1425095223273316 41.37890358686917, 2.1425095223273316 41.382735161965726))",7
R65C101,"POLYGON ((2.150009325076566 41.382735161965726, 2.1425095223273316 41.382735161965726, 2.1425095223273316 41.37890358686917, 2.150009325076566 41.37890358686917, 2.150009325076566 41.382735161965726))",7
R65C102,"POLYGON ((2.1575091278258003 41.382735161965726, 2.150009325076566 41.382735161965726, 2.150009325076566 41.37890358686917, 2.1575091278258003 41.37890358686917, 2.1575091278258003 41.382735161965726))",7
R65C103,"POLYGON ((2.1650089305750346 41.382735161965726, 2.1575091278258003 41.382735161965726, 2.1575091278258003 41.37890358686917, 2.1650089305750346 41.37890358686917, 2.1650089305750346 41.382735161965726))",7
R65C104,"POLYGON ((2.172508733324269 41.382735161965726, 2.1650089305750346 41.382735161965726, 2.1650089305750346 41.37890358686917, 2.172508733324269 41.37890358686917, 2.172508733324269 41.382735161965726))",7
R65C105,"POLYGON ((2.1800085360735033 41.382735161965726, 2.172508733324269 41.382735161965726, 2.172508733324269 41.37890358686917, 2.1800085360735033 41.37890358686917, 2.1800085360735033 41.382735161965726))",7
R65C106,"POLYGON ((2.1875083388227377 41.382735161965726, 2.1800085360735033 41.382735161965726, 2.1800085360735033 41.37890358686917, 2.1875083388227377 41.37890358686917, 2.1875083388227377 41.382735161965726))",7
R65C107,"POLYGON ((2.195008141571972 41.382735161965726, 2.1875083388227377 41.382735161965726, 2.1875083388227377 41.37890358686917, 2.195008141571972 41.37890358686917, 2.195008141571972 41.382735161965726))",7
R66C30,"POLYGON ((1.6175233298809275 41.38656673706228, 1.6100235271316932 41.38656673706228, 1.6100235271316932 41.382735161965726, 1.6175233298809275 41.382735161965726, 1.6175233298809275 41.38656673706228))",9
R66C33,"POLYGON ((1.6400227381286305 41.38656673706228, 1.6325229353793962 41.38656673706228, 1.6325229353793962 41.382735161965726, 1.6400227381286305 41.382735161965726, 1.6400227381286305 41.38656673706228))",9
R66C35,"POLYGON ((1.6550223436270992 41.38656673706228, 1.6475225408778649 41.38656673706228, 1.6475225408778649 41.382735161965726, 1.6550223436270992 41.382735161965726, 1.6550223436270992 41.38656673706228))",9
R66C36,"POLYGON ((1.6625221463763336 41.38656673706228, 1.6550223436270992 41.38656673706228, 1.6550223436270992 41.382735161965726, 1.6625221463763336 41.382735161965726, 1.6625221463763336 41.38656673706228))",9
R66C44,"POLYGON ((1.7225205683702083 41.38656673706228, 1.715020765620974 41.38656673706228, 1.715020765620974 41.382735161965726, 1.7225205683702083 41.382735161965726, 1.7225205683702083 41.38656673706228))",9
R66C55,"POLYGON ((1.805018398611786 41.38656673706228, 1.7975185958625517 41.38656673706228, 1.7975185958625517 41.382735161965726, 1.805018398611786 41.382735161965726, 1.805018398611786 41.38656673706228))",9
R66C72,"POLYGON ((1.9325150453487698 41.38656673706228, 1.9250152425995355 41.38656673706228, 1.9250152425995355 41.382735161965726, 1.9325150453487698 41.382735161965726, 1.9325150453487698 41.38656673706228))",16
R66C79,"POLYGON ((1.9850136645934102 41.38656673706228, 1.9775138618441759 41.38656673706228, 1.9775138618441759 41.382735161965726, 1.9850136645934102 41.382735161965726, 1.9850136645934102 41.38656673706228))",16
R66C81,"POLYGON ((2.000013270091879 41.38656673706228, 1.9925134673426446 41.38656673706228, 1.9925134673426446 41.382735161965726, 2.000013270091879 41.382735161965726, 2.000013270091879 41.38656673706228))",16
R66C83,"POLYGON ((2.015012875590348 41.38656673706228, 2.0075130728411135 41.38656673706228, 2.0075130728411135 41.382735161965726, 2.015012875590348 41.382735161965726, 2.015012875590348 41.38656673706228))",16
R66C84,"POLYGON ((2.022512678339582 41.38656673706228, 2.015012875590348 41.38656673706228, 2.015012875590348 41.382735161965726, 2.022512678339582 41.382735161965726, 2.022512678339582 41.38656673706228))",3
R66C87,"POLYGON ((2.045012086587285 41.38656673706228, 2.037512283838051 41.38656673706228, 2.037512283838051 41.382735161965726, 2.045012086587285 41.382735161965726, 2.045012086587285 41.38656673706228))",3
R66C88,"POLYGON ((2.0525118893365195 41.38656673706228, 2.045012086587285 41.38656673706228, 2.045012086587285 41.382735161965726, 2.0525118893365195 41.382735161965726, 2.0525118893365195 41.38656673706228))",3
R66C89,"POLYGON ((2.060011692085754 41.38656673706228, 2.0525118893365195 41.38656673706228, 2.0525118893365195 41.382735161965726, 2.060011692085754 41.382735161965726, 2.060011692085754 41.38656673706228))",3
